ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO
2008;AL;PREFEITO;COLIGACAO;PP / PT / PMDB
2008;PB;PREFEITO;COLIGACAO;PSDB / PR / PTB / PP / PDT / DEM / PT
2008;MG;PREFEITO;COLIGACAO;PSDB / PSC / PMDB / PTN / PR
2008;RS;PREFEITO;COLIGACAO;PP / PMDB / PSDB / PTB
2008;MG;PREFEITO;COLIGACAO;PR / DEM / PRB / PTB / PMDB / PSC / PSDC
2008;BA;PREFEITO;COLIGACAO;PP / PRB / PSL / PTN / PR / PV / PC do B
2008;RS;PREFEITO;COLIGACAO;PT / PMDB / PDT / PTB / PRB / PSC / PR
2008;TO;PREFEITO;COLIGACAO;PMDB / DEM / PT / PPS / PSB
2008;BA;PREFEITO;COLIGACAO;PMDB / PT do B / DEM / PR
2008;MG;PREFEITO;COLIGACAO;PSDB / PP / PDT / PTB / PPS / DEM / PSB / PV
2008;RJ;PREFEITO;COLIGACAO;PMDB / PRP / PTC / PT do B / PV / PTB / PSL / PSDB / PSDC / PP / PDT / PC do B / PRB
2008;RO;PREFEITO;COLIGACAO;PT / PMDB / PSC / PHS / PDT
2008;PR;PREFEITO;COLIGACAO;DEM / PSB
2008;GO;PREFEITO;COLIGACAO;PMDB / PP / PR / PT
2008;RJ;PREFEITO;COLIGACAO;PHS / PT / PMDB / PSDB / PP / PMN / PPS / PRTB / PT do B / PV / PSB / DEM / PC do B
2008;SE;PREFEITO;COLIGACAO;PRB / PDT / PT / PSL / PTN / PSC / PR / PPS / PSDC / PMN / PSB / PRP / PSDB / PC do B
2008;MG;PREFEITO;COLIGACAO;PTB / PMDB / DEM / PPS
2008;MG;PREFEITO;COLIGACAO;PP / PMDB / DEM / PT
2008;PE;PREFEITO;COLIGACAO;PSB / PV / PSDB / PC do B
2008;TO;PREFEITO;COLIGACAO;PDT / PMN / PTB / DEM / PV / PSC / PSDC / PR / PSB / PSDB
2008;SC;PREFEITO;COLIGACAO;PR / PP / PMDB / DEM / PT
2008;SC;PREFEITO;COLIGACAO;DEM / PPS
2008;RS;PREFEITO;COLIGACAO;PMDB / PP / DEM / PHS / PV
2008;MG;PREFEITO;COLIGACAO;PSDC / PHS / PDT / PV / PSB
2008;PA;PREFEITO;COLIGACAO;PC do B / PSDC / PMDB / PDT / DEM
2008;MG;PREFEITO;COLIGACAO;PP / PDT / PT / PMDB / PSC / PR / PPS / PTC / PSB
2008;SE;PREFEITO;COLIGACAO;PSL / PT do B / DEM
2008;PB;PREFEITO;COLIGACAO;PR / PMDB / PT do B / PT / PPS / PSB
2008;PE;PREFEITO;COLIGACAO;PSB / PT / PR / PDT / PC do B / PTB / PSDB
2008;BA;PREFEITO;COLIGACAO;PMDB / PP / PR / DEM
2008;GO;PREFEITO;COLIGACAO;PR / PP / PSDB / PT do B
2008;PA;PREFEITO;COLIGACAO;PC do B / PDT / PMDB / PSC / PR / PSB / PP / PPS / PRB
2008;MA;PREFEITO;COLIGACAO;PDT / PRB / PTB / PSDB / PRTB / PR / PSL / PRP
2008;PR;PREFEITO;COLIGACAO;PT / PPS / PRB / PP / PDT / PR / PSB / PV / PC do B
2008;PR;PREFEITO;COLIGACAO;PSDB / PPS / PSC
2008;RS;PREFEITO;COLIGACAO;PP / PMDB / PT
2008;PE;PREFEITO;COLIGACAO;PTB / PP / PSOL / PDT / PMN / PT / PSB
2008;PA;PREFEITO;COLIGACAO;PMDB / PDT / PP / PSC / PSB
2008;MG;PREFEITO;COLIGACAO;DEM / PRTB / PRP / PTC / PMN / PR
2008;SP;PREFEITO;COLIGACAO;PTB / PP / PV / PRB / PSC / PPS / PSB
2008;MA;PREFEITO;COLIGACAO;PC do B / PP / PSDB / PMDB / PDT / PV / DEM / PSB
2008;PB;PREFEITO;COLIGACAO;PP / PSDB
2008;PR;PREFEITO;COLIGACAO;PSDB / PP / DEM / PR
2008;SP;PREFEITO;COLIGACAO;PR / PC do B / PSDC / PSDB / PMDB / DEM / PPS / PSB
2008;PA;PREFEITO;COLIGACAO;PTN / PTB / PMDB / PV / PT do B / DEM / PSC
2008;MG;PREFEITO;COLIGACAO;PSDB / PRB / PP / PTB / PSL / PTN / PRTB / PT do B / PMN / PTC / PSDC
2008;SP;PREFEITO;COLIGACAO;PT do B / PSC / PTN / PMDB / PV / PTC / PTB / PRTB / DEM / PRP / PR / PP / PSDC / PSDB / PRB / PMN / PSL / PHS
2008;PA;PREFEITO;COLIGACAO;PP / PMDB / PPS
2008;CE;PREFEITO;COLIGACAO;PC do B / PHS / PPS / PSB
2008;PE;PREFEITO;COLIGACAO;PR / PTC / PP / PHS / PRB / PSC / PSL
2008;AL;PREFEITO;COLIGACAO;PMDB / PDT / PRB / PC do B / PTB
2008;TO;PREFEITO;COLIGACAO;DEM / PMDB / PPS / PSB
2008;PA;PREFEITO;COLIGACAO;PMDB / PDT / PP / PSC / PSB
2008;MG;PREFEITO;COLIGACAO;PMDB / PT do B / PPS / PSC
2008;RS;PREFEITO;COLIGACAO;PDT / PT / PPS / PSB
2008;PA;PREFEITO;COLIGACAO;PMDB / PT / PP / PSC / PSB / PRB / PDT
2008;BA;PREFEITO;COLIGACAO;PTB / PSDB / PHS / PPS
2008;RR;PREFEITO;COLIGACAO;PSDC / PDT / PRB / PPS / PTN
2008;BA;PREFEITO;COLIGACAO;PP / PTN / PPS / PC do B
2008;BA;PREFEITO;COLIGACAO;PT / PTB / PMDB / PPS / PSB / PC do B
2008;RN;PREFEITO;COLIGACAO;PSB / PMN / PTB / PPS
2008;MG;PREFEITO;COLIGACAO;PT / PMDB
2008;CE;PREFEITO;COLIGACAO;PR / PP / PRB / DEM / PSC / PSB
2008;BA;PREFEITO;COLIGACAO;PP / PRB / PSL / PTN / PSC / PSDC / PHS / PMN / PTC / PRP / PT do B
2008;MG;PREFEITO;COLIGACAO;PSDB / PPS
2008;PI;PREFEITO;COLIGACAO;PSB / PT / PMDB / PC do B / PDT / PR
2008;RS;PREFEITO;COLIGACAO;PC do B / PTB / PSDB / PMDB / PDT / DEM / PT / PSB
2008;RS;PREFEITO;COLIGACAO;PP / PMDB / PPS
2008;MG;PREFEITO;COLIGACAO;PMDB / PP / PT / PDT
2008;MG;PREFEITO;COLIGACAO;PT / PMDB / PRB / PR / PPS / DEM / PDT / PSC / PP / PRTB / PTB / PSDB
2008;CE;PREFEITO;COLIGACAO;PP / PMDB / PRB / PT
2008;ES;PREFEITO;COLIGACAO;PC do B / PRP / PT / PR / PSDB / PP / PTN / PRTB / PRB
2008;BA;PREFEITO;COLIGACAO;PSL / PP / PDT / PSC / PSB
2008;AM;PREFEITO;COLIGACAO;PP / PRTB / PV
2008;RS;PREFEITO;COLIGACAO;PT / PMDB / PSB
2008;MG;PREFEITO;COLIGACAO;PT / PRB / PPS / PP / PRP / PMDB / PTB / PTN
2008;PR;PREFEITO;COLIGACAO;PMDB / PP / PMN / PDT / PT / PSC / PC do B / PRP / DEM / PSL / PR / PSDB
2008;MG;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PSDC / PR / PSB / PSDB / PP / PHS / PTN / PRTB / PRB / PT do B
2008;MG;PREFEITO;COLIGACAO;PR / PP / PMDB / PV / PPS
2008;SP;PREFEITO;COLIGACAO;PSDC / PHS / PRP / PMN / PT
2008;AM;PREFEITO;COLIGACAO;PDT / PPS / PHS / DEM
2008;SC;PREFEITO;COLIGACAO;PTB / PP / PSDB / DEM
2008;SP;PREFEITO;COLIGACAO;PSDB / DEM / PTB / PRP / PV
2008;SP;PREFEITO;COLIGACAO;PP / PTB / PMDB / DEM / PSDB
2008;SP;PREFEITO;COLIGACAO;PT / PMDB / PP / PC do B / PTC / PTN
2008;RJ;PREFEITO;COLIGACAO;PDT / PTC / PTB / PMDB / PV / DEM / PT do B / PT / PSDC / PSC / PSDB / PP / PHS / PTN / PRTB / PPS / PMN
2008;MG;PREFEITO;COLIGACAO;PMDB / PT / PSB
2008;BA;PREFEITO;COLIGACAO;PC do B / PTB / PMDB / PRTB
2008;CE;PREFEITO;COLIGACAO;PDT / PRB
2008;MS;PREFEITO;COLIGACAO;PMDB / PDT / PTB / PP / PR / PMN / PRB
2008;PI;PREFEITO;COLIGACAO;DEM / PRB / PR / PSDB / PMDB / PSB
2008;PI;PREFEITO;COLIGACAO;PMDB / PDT / PT / PSB
2008;PA;PREFEITO;COLIGACAO;PMDB / PTB / PT / PSB / PPS
2008;AP;PREFEITO;COLIGACAO;PR / PTB / PP / PHS / PRB / PSB
2008;PA;PREFEITO;COLIGACAO;PSDB / PDT / PSB
2008;TO;PREFEITO;COLIGACAO;PDT / PT / PTB / PMDB / PPS / DEM
2008;MA;PREFEITO;COLIGACAO;PR / PP / PSDB / PV / PMDB / DEM / PSB / PRP / PT do B / PC do B / PSC / PRTB / PHS
2008;RJ;PREFEITO;COLIGACAO;PTN / PTB / PRB
2008;BA;PREFEITO;COLIGACAO;PRB / PTN / PR / DEM / PSDC / PRP
2008;MG;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PTN / PMN / PTC / PSB / PV / PC do B
2008;MG;PREFEITO;COLIGACAO;PTC / PC do B / PHS / PSC / PT
2008;MG;PREFEITO;COLIGACAO;PSL / PTC / PTB / PMDB / PRP / PV / PT / PSC
2008;MT;PREFEITO;COLIGACAO;PC do B / PDT / PTC / PTB / PMDB / PRP / PV / PT / PSDC / PR / PSDB / PSB / PTN / PRTB / PRB
2008;PB;PREFEITO;COLIGACAO;PDT / PTB / PRP / DEM / PSDC / PR / PSDB / PTN / PPS / PRB
2008;MG;PREFEITO;COLIGACAO;PTN / PDT / PRTB / DEM / PPS
2008;MA;PREFEITO;COLIGACAO;PMDB / PTB / PRB / PV / DEM
2008;GO;PREFEITO;COLIGACAO;PTN / PR / PTC / PMDB / PRP / PDT / DEM / PT
2008;BA;PREFEITO;COLIGACAO;PP / PDT / PMDB
2008;MA;PREFEITO;COLIGACAO;PDT / PTB / PP / PMDB / PPS / PSC / PTN / PRTB / PRP / PR
2008;MG;PREFEITO;COLIGACAO;PMN / PSDC
2008;MG;PREFEITO;COLIGACAO;PSL / PP / PSDB / PMDB / PDT
2008;AL;PREFEITO;COLIGACAO;PTB / PHS / PMN / PSC
2008;PA;PREFEITO;COLIGACAO;PSC / PSDB / PDT / PPS / PR
2008;MT;PREFEITO;COLIGACAO;PR / PT / PSB / DEM / PP
2008;ES;PREFEITO;COLIGACAO;PTN / PHS / PDT / PT do B / DEM
2008;PE;PREFEITO;COLIGACAO;PSDB / PHS / PV / DEM
2008;SE;PREFEITO;COLIGACAO;DEM / PSC / PRTB / PR / PTB / PV / PP / PTN / PDT / PMN / PSDB
2008;PR;PREFEITO;COLIGACAO;PTB / PMDB / PDT / PSC
2008;ES;PREFEITO;COLIGACAO;PSB / PT / PMN / DEM / PRTB / PRB / PHS / PTC / PT do B
2008;MA;PREFEITO;COLIGACAO;PP / DEM / PMN
2008;GO;PREFEITO;COLIGACAO;PSL / PTB / PMDB / PT / PSDC / PSDB / PSB / PP / PRTB / PRB
2008;BA;PREFEITO;COLIGACAO;DEM / PP
2008;SP;PREFEITO;COLIGACAO;PMDB / PDT / DEM / PSB / PSDB
2008;BA;PREFEITO;COLIGACAO;PP / DEM / PTC
2008;SP;PREFEITO;COLIGACAO;DEM / PSC / PTN / PHS / PP / PPS / PSB
2008;ES;PREFEITO;COLIGACAO;PMDB / PTB / PSB / DEM / PPS / PRB / PDT / PT
2008;MG;PREFEITO;COLIGACAO;PC do B / PSDC / PRP / PRB / PT
2008;RS;PREFEITO;COLIGACAO;PP / PDT / PT
2008;GO;PREFEITO;COLIGACAO;PMDB / PDT / PT / PR
2008;MA;PREFEITO;COLIGACAO;PSL / PSDC / PSDB / PMDB / PV / DEM
2008;BA;PREFEITO;COLIGACAO;PHS / PMDB / PPS
2008;BA;PREFEITO;COLIGACAO;PPS / PT / PSB
2008;SP;PREFEITO;COLIGACAO;PDT / PT / PPS / PSB / PSC / PR
2008;PA;PREFEITO;COLIGACAO;PTN / PTB / PMDB / PV / PT do B / DEM / PSC
2008;AM;PREFEITO;COLIGACAO;PR / PMDB / PRTB / PRB / PT / PSC / PSB
2008;SC;PREFEITO;COLIGACAO;PT / PDT / PSDC / PC do B / PR / PSB / PT do B
2008;PI;PREFEITO;COLIGACAO;PP / DEM / PSDB / PV / PSDC / PRTB
2008;SP;PREFEITO;COLIGACAO;PSL / PRB
2008;PE;PREFEITO;COLIGACAO;PSB / PTB / PDT / PMN / PSC / PTN
2008;GO;PREFEITO;COLIGACAO;PRB / PDT / PSB / PT / PPS / PTB / PV / PSC / PMDB / DEM / PR
2008;RN;PREFEITO;COLIGACAO;PMDB / PMN / PSDB / PSL / PDT / PRP / PP / PCB / PTC / PTN
2008;MS;PREFEITO;COLIGACAO;PP / PDT / PT / PTB / PMDB / DEM / PTC / PSB / PV
2008;RS;PREFEITO;COLIGACAO;PTB / PP / PSDB / PMDB / DEM
2008;RS;PREFEITO;COLIGACAO;PP / PT
2008;RS;PREFEITO;COLIGACAO;PMDB / PP / PPS / PRB / DEM
2008;MG;PREFEITO;COLIGACAO;PMN / PTC / PV / PT do B / PSC / PSDC / PSDB / PP / PRTB
2008;BA;PREFEITO;COLIGACAO;PC do B / PP / PSDB / PSB
2008;AP;PREFEITO;COLIGACAO;PSL / PTB / PMDB / DEM / PV / PSB / PSDB / PRTB / PPS
2008;RS;PREFEITO;COLIGACAO;PSDB / PMDB / PPS
2008;BA;PREFEITO;COLIGACAO;PP / PSL / PMN / PSDB
2008;PB;PREFEITO;COLIGACAO;PTB / PT / PR / PPS / DEM / PV / PSDB
2008;PR;PREFEITO;COLIGACAO;PT / PDT / PPS / DEM
2008;MA;PREFEITO;COLIGACAO;PDT / PSDB / PC do B / PR / PRTB / PSDC / PSB / PHS / PT
2008;MG;PREFEITO;COLIGACAO;PT / PMDB / PTB / PCB / PTC / PSB / PRB
2008;TO;PREFEITO;COLIGACAO;PP / PTB / PR / PTN / PSDB / PV / PT / PRTB / DEM
2008;BA;PREFEITO;COLIGACAO;PT / PTB / PT do B / PDT / PRP / PR
2008;PR;PREFEITO;COLIGACAO;PT / PR
2008;BA;PREFEITO;COLIGACAO;PT / PPS / PP / PV / PSC / PC do B
2008;PI;PREFEITO;COLIGACAO;PP / PSDB / DEM / PT / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PSL / PTB / PRTB
2008;GO;PREFEITO;COLIGACAO;PSDB / PPS / PR / PSB / PP
2008;AL;PREFEITO;COLIGACAO;PSDC / PMDB / DEM / PP / PPS / PC do B / PSC / PT
2008;MS;PREFEITO;COLIGACAO;PDT / PSL / PTB / PMDB / DEM / PR / PSDB / PPS / PRB
2008;PB;PREFEITO;COLIGACAO;PTN / PMDB / PT / PR / PSDB
2008;RN;PREFEITO;COLIGACAO;PSB / PT / PP / PRB / PCB / PMN / PSDB
2008;CE;PREFEITO;COLIGACAO;PMDB / PSB
2008;PE;PREFEITO;COLIGACAO;PT / PTB / PSL / PR / PMN / PSB / PC do B
2008;PE;PREFEITO;COLIGACAO;PR / PT / PSB / PDT / PSL
2008;MG;PREFEITO;COLIGACAO;PRB / PDT / PT / PHS / PSB / PSDB / PC do B
2008;PR;PREFEITO;COLIGACAO;PTB / PDT / PT / PR / PPS / DEM / PP
2008;SP;PREFEITO;COLIGACAO;PSDB / PPS / PHS / PSL / PTN / PRTB / PV / PR / PC do B
2008;PA;PREFEITO;COLIGACAO;PMDB / PSC
2008;SP;PREFEITO;COLIGACAO;PSDB / PSB / PR / PSC / PMDB
2008;PB;PREFEITO;COLIGACAO;PRB / PMDB / PRTB
2008;MA;PREFEITO;COLIGACAO;PSDB / PRP / PP / PRTB / PSB
2008;MG;PREFEITO;COLIGACAO;PSDB / PT / PR
2008;PR;PREFEITO;COLIGACAO;PTB / PP / PSDB / PMDB / DEM / PPS / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PSDB / PRB / DEM / PPS / PSC
2008;BA;PREFEITO;COLIGACAO;PC do B / PSDB / PHS / PV / PPS / PT / PSB
2008;RS;PREFEITO;COLIGACAO;PTB / PMDB / PSDB / PPS / PRB
2008;PI;PREFEITO;COLIGACAO;PSDB / PMDB / DEM / PPS / PT / PSB
2008;MG;PREFEITO;COLIGACAO;PTB / PR / DEM / PSDB
2008;RS;PREFEITO;COLIGACAO;PTB / PP / PMDB / PT
2008;TO;PREFEITO;COLIGACAO;PP / PDT / PT / PMDB / PTB / PSC / PR / DEM / PRTB / PV / PSB
2008;PB;PREFEITO;COLIGACAO;PT / PMDB / PSB / DEM
2008;MA;PREFEITO;COLIGACAO;PTB / PV / PMDB / PR
2008;CE;PREFEITO;COLIGACAO;PTC / PSL / PTB / PP / PPS / PSB
2008;SP;PREFEITO;COLIGACAO;DEM / PDT / PSB / PSC
2008;BA;PREFEITO;COLIGACAO;PTN / PSDC / PMDB / PV / DEM / PT
2008;PB;PREFEITO;COLIGACAO;PSDB / PTB
2008;BA;PREFEITO;COLIGACAO;PSDB / PT do B / PP / PTN / PSC / PDT / PRP / DEM
2008;PR;PREFEITO;COLIGACAO;PSC / PSL / PRTB
2008;PR;PREFEITO;COLIGACAO;PT / PMDB / PP / PDT / PSC / PPS / PHS / PSB / PV
2008;SP;PREFEITO;COLIGACAO;PT / PMDB / PR / PSB / PC do B
2008;SC;PREFEITO;COLIGACAO;PSDB / PP / DEM
2008;MG;PREFEITO;COLIGACAO;PDT / PSL / PTB / DEM / PSDC / PR / PSDB / PP / PHS / PTN / PRTB
2008;BA;PREFEITO;COLIGACAO;PTC / PMDB / PRB / DEM
2008;MG;PREFEITO;COLIGACAO;PSL / PTB / PV / PMN / PSC
2008;PR;PREFEITO;COLIGACAO;PMN / PRB
2008;MG;PREFEITO;COLIGACAO;PSDB / PMN / PPS / DEM / PHS / PSDC / PV / PTB / PDT / PTC / PMDB
2008;AM;PREFEITO;COLIGACAO;DEM / PHS
2008;SP;PREFEITO;COLIGACAO;DEM / PP / PR / PSC / PSB
2008;CE;PREFEITO;COLIGACAO;PR / PC do B / PTB / PRB / PT / PP / PRP / PSC / PV / PPS / PMDB / PMN / PT do B / PSB / PCB / PHS / PDT
2008;GO;PREFEITO;COLIGACAO;PP / PSC / PSDB / PTN / PTC / PT / PT do B / PC do B / PV
2008;MG;PREFEITO;COLIGACAO;PSL / PTC / PV / PMN / PSB
2008;MA;PREFEITO;COLIGACAO;PTB / PMDB / PV
2008;PE;PREFEITO;COLIGACAO;PSL / PP / PMDB / PDT / PMN / DEM / PPS / PT
2008;GO;PREFEITO;COLIGACAO;PTB / PSDB / PT do B
2008;GO;PREFEITO;COLIGACAO;PSDB / DEM / PT
2008;SP;PREFEITO;COLIGACAO;PT / PTB / PR / PSB / PPS / PV
2008;GO;PREFEITO;COLIGACAO;PSB / PT / PSDB
2008;SP;PREFEITO;COLIGACAO;PTB / PMDB / DEM
2008;SE;PREFEITO;COLIGACAO;DEM / PSC / PP / PSDB / PR
2008;BA;PREFEITO;COLIGACAO;PTC / PC do B / PTB / PMDB / PDT / PMN / PT / PSB
2008;BA;PREFEITO;COLIGACAO;PC do B / PMDB / PT / PDT / PMN
2008;BA;PREFEITO;COLIGACAO;PMDB / PDT / DEM / PTC / PTN / PRP / PSDB
2008;PB;PREFEITO;COLIGACAO;PDT / PTB / PTN / PSC / PPS / PSB
2008;BA;PREFEITO;COLIGACAO;PC do B / PTC / PR / PSDC / PMDB / PRTB / PMN / PRB
2008;RS;PREFEITO;COLIGACAO;PP / PSDB
2008;MG;PREFEITO;COLIGACAO;PP / PMDB / DEM
2008;PI;PREFEITO;COLIGACAO;PSB / DEM / PRB / PDT / PRTB / PV / PMN
2008;PI;PREFEITO;COLIGACAO;PMDB / PDT
2008;RS;PREFEITO;COLIGACAO;PT / PDT
2008;RS;PREFEITO;COLIGACAO;PC do B / PSDB / PMDB / PDT / PSB
2008;PE;PREFEITO;COLIGACAO;PTC / PR / PTB / PSDB / PMDB / DEM / PSC
2008;TO;PREFEITO;COLIGACAO;PSL / PTB / PMDB / PDT / PV / PPS / PT / PSB
2008;GO;PREFEITO;COLIGACAO;PMDB / PR / DEM
2008;MG;PREFEITO;COLIGACAO;PR / PP / PSDB / DEM / PSC
2008;RJ;PREFEITO;COLIGACAO;PTN / PC do B / PHS / PSB
2008;TO;PREFEITO;COLIGACAO;DEM / PSB
2008;MG;PREFEITO;COLIGACAO;PTB / PV / PT
2008;TO;PREFEITO;COLIGACAO;PR / PTB / PP / PSDB / PV / PT / PSC / PSB
2008;PR;PREFEITO;COLIGACAO;PP / PSC / PR / PSDB
2008;PR;PREFEITO;COLIGACAO;PP / PRP / PMDB / PRTB / PMN
2008;PB;PREFEITO;COLIGACAO;PTB / PSDB / PDT / DEM / PPS
2008;PR;PREFEITO;COLIGACAO;PMDB / PPS / PSDB
2008;MA;PREFEITO;COLIGACAO;PMDB / PP / PV / DEM
2008;BA;PREFEITO;COLIGACAO;PMDB / PDT
2008;TO;PREFEITO;COLIGACAO;PMDB / PDT / PPS / PSB
2008;PE;PREFEITO;COLIGACAO;PSDB / PHS / PRP / PMDB / PV
2008;PA;PREFEITO;COLIGACAO;PC do B / PMN / PSL / PTB / PT / PSC / PSB / PP / PTN / PPS
2008;RO;PREFEITO;COLIGACAO;PSL / PTB / DEM / PV / PSDC / PR / PSDB / PP / PTN / PPS
2008;MG;PREFEITO;COLIGACAO;PRB / PSL / PR / PTC / PSDB
2008;SC;PREFEITO;COLIGACAO;PP / PDT / PT / PMDB / PPS / PSDB / DEM
2008;SP;PREFEITO;COLIGACAO;DEM / PRB / PP / PDT / PTB / PSC / PR / PRTB / PMN / PSB / PV
2008;BA;PREFEITO;COLIGACAO;PSDB / PMN / PT
2008;ES;PREFEITO;COLIGACAO;PDT / PMDB / PP / PSB / PMN / PHS / PRP / PT / PSDC / PSC / PSL / PRTB / PC do B
2008;PR;PREFEITO;COLIGACAO;PR / PTB / PP / PSDB / PDT / PSB
2008;GO;PREFEITO;COLIGACAO;PC do B / PSL / PP / PSDC / PSDB / PRTB / PT do B / DEM
2008;MG;PREFEITO;COLIGACAO;PR / PC do B / PSDB / PHS / PSC / PSB
2008;MG;PREFEITO;COLIGACAO;PTB / PMDB / DEM / PV / PR / PSB / PSDB / PP / PHS / PPS
2008;MG;PREFEITO;COLIGACAO;PP / PV / PTC
2008;PA;PREFEITO;COLIGACAO;PP / PSDB / PMDB / PDT / PV / PRB / DEM / PSB
2008;SC;PREFEITO;COLIGACAO;PR / PTB / PP / PSDB / PV / DEM / PPS
2008;CE;PREFEITO;COLIGACAO;PR / PTB / PSDC / PSDB / PPS
2008;RJ;PREFEITO;COLIGACAO;PCB / PSOL
2008;TO;PREFEITO;COLIGACAO;PMDB / PTB / DEM
2008;TO;PREFEITO;COLIGACAO;PP / PMDB / DEM / PPS / PSB
2008;PB;PREFEITO;COLIGACAO;PTB / PSDB / PDT / DEM
2008;BA;PREFEITO;COLIGACAO;PC do B / PTC / PR / PSDC / PMDB / PRTB / PMN / PRB
2008;SP;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PRP / DEM / PSB / PSDB / PP / PV
2008;MG;PREFEITO;COLIGACAO;PDT / PTB / PT / PT do B
2008;RS;PREFEITO;COLIGACAO;PP / PSDB / PPS
2008;SC;PREFEITO;COLIGACAO;PT / PR
2008;RS;PREFEITO;COLIGACAO;PC do B / PTB / PMDB / PPS / PSB / PSDB
2008;RS;PREFEITO;COLIGACAO;PC do B / PTB / PV / PT / PPS / PSC / PSB
2008;RS;PREFEITO;COLIGACAO;PC do B / PSDB / PMDB / PDT / PSB
2008;MG;PREFEITO;COLIGACAO;DEM / PMDB
2008;RS;PREFEITO;COLIGACAO;PP / PSDB / PDT / DEM / PT
2008;AL;PREFEITO;COLIGACAO;PSL / PR / PTB / PHS / PMDB / PMN
2008;MA;PREFEITO;COLIGACAO;PTC / PC do B / PTB / PSDB / PDT / PV / PPS / PSB
2008;TO;PREFEITO;COLIGACAO;DEM / PSB / PMDB / PDT
2008;PR;PREFEITO;COLIGACAO;DEM / PSDB
2008;RJ;PREFEITO;COLIGACAO;PMDB / PP / PDT / PT / PTB / PPS / DEM / PSDC / PMN / PC do B / PT do B
2008;MA;PREFEITO;COLIGACAO;PDT / PR / PV / PTB / DEM
2008;SP;PREFEITO;COLIGACAO;PTB / PP / PDT / PT / PPS
2008;MG;PREFEITO;COLIGACAO;PRB / PP / PTB / PMDB / PSL / PSC / PPS / DEM / PSDB / PC do B
2008;MG;PREFEITO;COLIGACAO;PR / PSDB / PMDB / PRB / PSC
2008;PE;PREFEITO;COLIGACAO;PC do B / PMN / PCB / PTB / PV / PT / PSDC / PSC / PR / PSB / PP / PTN / PRTB / PT do B
2008;AM;PREFEITO;COLIGACAO;PRTB / PR / PPS / PHS / PT do B / PC do B
2008;PA;PREFEITO;COLIGACAO;PR / PTB / PSDC / DEM / PRB / PPS / PT
2008;BA;PREFEITO;COLIGACAO;PR / PRP / PDT / PV / PT
2008;GO;PREFEITO;COLIGACAO;PR / PTC / PTB / PMDB / PPS
2008;GO;PREFEITO;COLIGACAO;PTB / PR / PSDB / PT / PRTB / PTN / PSDC / PRB / PSB / PRP / PSL
2008;SC;PREFEITO;COLIGACAO;PP / PT / PRB / PDT / PTB / PR / PMN / PV / PSDB / PC do B
2008;BA;PREFEITO;COLIGACAO;PMN / PSL / PTC / DEM / PR / PSB / PP / PTN / PPS / PRB
2008;SP;PREFEITO;COLIGACAO;PSC / PRB
2008;SP;PREFEITO;COLIGACAO;PTB / PRP / PT
2008;PI;PREFEITO;COLIGACAO;DEM / PP / PSC / PTN / PSL / PT do B
2008;SP;PREFEITO;COLIGACAO;PV / PSC / DEM / PSDC / PTN / PHS / PT do B / PC do B / PRP / PT
2008;BA;PREFEITO;COLIGACAO;PP / PSDB / PMN / PTB / PSC / PDT / PHS / PTC
2008;PR;PREFEITO;COLIGACAO;PSL / PTN / PRB / PSC / PR / DEM / PSDC / PRTB / PTC / PSDB / PT do B
2008;PR;PREFEITO;COLIGACAO;PSL / PDT / DEM / PR / PPS / PRP
2008;ES;PREFEITO;COLIGACAO;PMDB / PDT / PP / PR / PSC / PSDB / PTB
2008;MG;PREFEITO;COLIGACAO;PSDB / PDT / PMDB / PSL / PR / PPS / PRTB / PMN / PV
2008;MG;PREFEITO;COLIGACAO;PMDB / PMN
2008;PB;PREFEITO;COLIGACAO;PP / PMDB / PSL / PR / DEM / PRTB / PTC / PSDB
2008;MG;PREFEITO;COLIGACAO;PR / PPS / DEM / PSDB
2008;RS;PREFEITO;COLIGACAO;PT / PRB / PR / PTB / PSB
2008;MG;PREFEITO;COLIGACAO;DEM / PR / PDT
2008;PR;PREFEITO;COLIGACAO;PP / PMDB / PMN / PTB / PRP / DEM / PSDC / PR / PSDB / PSB
2008;TO;PREFEITO;COLIGACAO;PMDB / PDT / DEM / PT / PPS / PSB
2008;CE;PREFEITO;COLIGACAO;PTC / PSL / PTB / PP / PPS / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PTB / PV / DEM / PPS / PRTB / PTC
2008;CE;PREFEITO;COLIGACAO;PC do B / PMDB / PDT / DEM / PPS / PT / PSB
2008;MG;PREFEITO;COLIGACAO;PT / PDT / PRB / PMDB / PSB / PRTB / PC do B / PT do B
2008;MG;PREFEITO;COLIGACAO;PC do B / PTB / PMDB / PT do B / PT / PSDC / PSB / PP / PRB
2008;SP;PREFEITO;COLIGACAO;PSL / PR / PPS / PSB
2008;PA;PREFEITO;COLIGACAO;PTC / PT / PSB
2008;ES;PREFEITO;COLIGACAO;PRB / PMDB / PP / PHS / PMN / PSB / DEM
