ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO;NM_UE
2000;MA;PREFEITO;COLIGA플O;PFL / PMDB / PPB / PPS / PSDB / PHS ;BOA VISTA DO GURUPI
2000;SC;PREFEITO;COLIGA플O;PPB / PSDB ;FRAIBURGO
2000;SC;PREFEITO;COLIGA플O;PT / PMDB ;CORONEL MARTINS
2000;SP;PREFEITO;COLIGA플O;PMDB / PRN / PMN / PSB / PTB / PPB / PPS / PSC ;ITAPEVA
2000;MT;PREFEITO;COLIGA플O;PSDB / PPS / PMDB / PFL / PPB ;JUARA
2000;MT;PREFEITO;COLIGA플O;PMDB / PL / PMN ;ARAGUAIANA
2000;MT;PREFEITO;COLIGA플O;PSDB / PFL / PTB / PL ;NOVA OLIMPIA
2000;MG;PREFEITO;COLIGA플O;PPB / PSDB;VIRGEM DA LAPA
2000;MG;PREFEITO;COLIGA플O;PSDB / PSC / PFL / PTN / PPS / PL / PSD ;VISCONDE DO RIO BRANCO
2000;MG;PREFEITO;COLIGA플O;PSDB / PPB / PSD / PRTB / PSL / PHS / PRP / PMN / PTN / PGT / PAN ;BARBACENA
2000;MG;PREFEITO;COLIGA플O;PSDB / PPB / PSD / PRTB / PSL / PHS / PRP / PMN / PTN / PGT / PAN ;BARBACENA
2000;MG;PREFEITO;COLIGA플O;PTB / PTN / PST / PFL / PRTB / PSDC / PMN / PHS / PSB / PV / PRP / PGT ;VICOSA
2000;MG;PREFEITO;COLIGA플O;PTB / PPB / PL ;MATERLANDIA
2000;PE;PREFEITO;COLIGA플O;PMDB / PSL ;CONDADO
2000;PE;PREFEITO;COLIGA플O;PDT / PSL / PPS ;CORTES
2000;RN;PREFEITO;COLIGA플O;PMDB / PPS ;ANGICOS
2000;RN;PREFEITO;COLIGA플O;PL / PFL ;SERRINHA DOS PINTOS
2000;RN;PREFEITO;COLIGA플O;PFL / PSDB ;CAICARA DO RIO DO VENTO
2000;PI;PREFEITO;COLIGA플O;PFL / PSDB ;BURITI DOS MONTES
2000;PI;PREFEITO;COLIGA플O;PMDB / PPB / PFL / PL;AROAZES
2000;SP;PREFEITO;COLIGA플O;PPB / PL / PTB / PDT / PRP / PC do B / PFL ;AVARE
2000;PE;PREFEITO;COLIGA플O;PSDB / PT / PDT / PSB / PRTB / PMN / PHS / PST / PSC / PL / PSL / PFL ;BARREIROS
2000;PE;PREFEITO;COLIGA플O;PSDB / PT / PDT / PSB / PRTB / PMN / PHS / PST / PSC / PL / PSL / PFL ;BARREIROS
2000;SC;PREFEITO;COLIGA플O;PMDB / PPB / PSDB / PDT ;BOM JESUS
2000;SP;PREFEITO;COLIGA플O;PDT / PSDB / PFL / PTB / PPB / PSB / PAN / PSC / PT do B / PGT / PSDC / PRTB / PPS / PRP ;INDAIATUBA
2000;SP;PREFEITO;COLIGA플O;PSDB / PFL / PDT / PPB / PMDB / PL ;ITAPETININGA
2000;MT;PREFEITO;COLIGA플O;PSB / PFL;PARANAITA
2000;MG;PREFEITO;COLIGA플O;PL / PFL ;POCO FUNDO
2000;SP;PREFEITO;COLIGA플O;PSDB / PSDC ;LOUVEIRA
2000;PE;PREFEITO;COLIGA플O;PMDB / PSL / PFL / PSD ;ARARIPINA
2000;SP;PREFEITO;COLIGA플O;PFL / PPB / PTB / PPS ;GUZOLANDIA
2000;SP;PREFEITO;COLIGA플O;PMDB / PSD / PSDB / PDT / PL / PRP / PPB / PV;IBATE
2000;GO;PREFEITO;COLIGA플O;PPB / PT ;ITAUCU
2000;GO;PREFEITO;COLIGA플O;PST / PPB / PMDB / PFL / PTB / PL / PSB / PC do B / PSD ;BOM JESUS
2000;MG;PREFEITO;COLIGA플O;PL / PMDB ;PIMENTA
2000;SP;PREFEITO;COLIGA플O;PSD / PSB / PT;JUQUIA
2000;BA;PREFEITO;COLIGA플O;PFL / PSC;IGRAPIUNA
2000;PE;PREFEITO;COLIGA플O;PFL / PDT / PPB / PSD / PSDC / PRTB / PMDB / PT do B ;CABO
2000;PE;PREFEITO;COLIGA플O;PSB / PPS / PST / PSC / PDT / PSDB / PSDC / PT / PV / PSL / PC do B;CARUARU
2000;PE;PREFEITO;COLIGA플O;PPB / PSDB ;CUPIRA
2000;RN;PREFEITO;COLIGA플O;PFL / PSDB ;BAIA FORMOSA
2000;MG;PREFEITO;COLIGA플O;PMDB / PFL;MUTUM
2000;MG;PREFEITO;COLIGA플O;PSL / PPS / PSB / PSD / PPB / PT ;NANUQUE
2000;MA;PREFEITO;COLIGA플O;PL / PMDB / PFL ;DAVINOPOLIS
2000;MG;PREFEITO;COLIGA플O;PMDB / PL / PPS / PDT;IGUATAMA
2000;SP;PREFEITO;COLIGA플O;PFL / PMDB ;BOM SUCESSO DE ITARARE
2000;PE;PREFEITO;COLIGA플O;PSB / PDT / PPS / PC do B / PTB / PPB ;BEZERROS
2000;MG;PREFEITO;COLIGA플O;PMDB / PPS / PFL / PPB / PL ;CAXAMBU
2000;MG;PREFEITO;COLIGA플O;PTB / PSDB / PL ;FORTALEZA DE MINAS
2000;MG;PREFEITO;COLIGA플O;PT / PMDB / PFL ;GRAO MOGOL
2000;SC;PREFEITO;COLIGA플O;PPB / PL / PFL / PSDB ;IBIRAMA
2000;SP;PREFEITO;COLIGA플O;PPS / PRP / PTB ;IPERO
2000;SP;PREFEITO;COLIGA플O;PT / PDT / PRP / PSDB ;IRAPUA
2000;BA;PREFEITO;COLIGA플O;PFL / PL / PSC / PTB / PPB ;CARINHANHA
2000;BA;PREFEITO;COLIGA플O;PRP / PSDB / PSL / PFL / PL ;UBATA
2000;CE;PREFEITO;COLIGA플O;PPS / PSDB / PT;ICO
2000;MG;PREFEITO;COLIGA플O;PFL / PL / PPB / PMDB / PSC / PSDB / PTB ;PIUMHI
2000;MG;PREFEITO;COLIGA플O;PSD / PHS / PST / PT do B / PMN ;PIUMHI
2000;PE;PREFEITO;COLIGA플O;PMDB / PPB / PST / PV / PSC / PPS ;CARPINA
2000;RN;PREFEITO;COLIGA플O;PDT / PSDB / PFL / PL ;ALEXANDRIA
2000;PB;PREFEITO;COLIGA플O;PFL / PV / PPS ;SANTO ANDRE
2000;MG;PREFEITO;COLIGA플O;PST / PTN / PSL / PRP ;VESPASIANO
2000;MS;PREFEITO;COLIGA플O;PPS / PDT / PT / PV ;AGUA CLARA
2000;MS;PREFEITO;COLIGA플O;PSB / PPS / PTN;ANASTACIO
2000;MG;PREFEITO;COLIGA플O;PMDB / PL / PPS / PSDB;MESQUITA
2000;MG;PREFEITO;COLIGA플O;PPB / PT / PSB / PSDB ;MINAS NOVAS
2000;RS;PREFEITO;COLIGA플O;PDT / PTB / PMDB / PFL / PSDB ;SANTIAGO
2000;RS;PREFEITO;COLIGA플O;PT / PDT / PSB / PV / PHS / PC do B / PCB;SAO LEOPOLDO
2000;PB;PREFEITO;COLIGA플O;PDT / PSDB / PMDB / PFL ;CARRAPATEIRA
2000;PB;PREFEITO;COLIGA플O;PFL / PMDB ;AREIA DE BARAUNAS
2000;PB;PREFEITO;COLIGA플O;PV / PSDB / PL / PDT / PSL / PTB / PSDC ;CONDE
2000;PB;PREFEITO;COLIGA플O;PPB / PRP ;COREMAS
2000;PB;PREFEITO;COLIGA플O;PMDB / PSDB ;MATUREIA
2000;PR;PREFEITO;COLIGA플O;PMDB / PT / PTB / PRP / PPS / PDT ;GUARANIACU
2000;PR;PREFEITO;COLIGA플O;PSDB / PMDB / PST / PL / PPS / PV / PSDC / PSL / PDT ;GUARAPUAVA
2000;PE;PREFEITO;COLIGA플O;PMDB / PFL / PPB / PSDB ;CORTES
2000;RN;PREFEITO;COLIGA플O;PMDB / PTN / PPB / PPS / PSB ;FERNANDO PEDROSA
2000;RS;PREFEITO;COLIGA플O;PPB / PDT / PTB;MAXIMILIANO DE ALMEIDA
2000;RS;PREFEITO;COLIGA플O;PMDB / PSDB;MAXIMILIANO DE ALMEIDA
2000;RO;PREFEITO;COLIGA플O;PPB / PL ;ARIQUEMES
2000;RO;PREFEITO;COLIGA플O;PSB / PT ;PIMENTA BUENO
2000;RO;PREFEITO;COLIGA플O;PPB / PDT / PTB / PMDB / PPS / PRTB / PRONA / PC do B ;JARU
2000;RO;PREFEITO;COLIGA플O;PPB / PDT / PTB / PMDB / PPS / PRTB / PRONA / PC do B ;JARU
2000;RO;PREFEITO;COLIGA플O;PMDB / PTB / PSDB / PDT / PSDC / PSB / PRTB / PRONA;PRESIDENTE MEDICI
2000;RO;PREFEITO;COLIGA플O;PSDB / PC do B / PSB / PTB / PPB / PPS ;NOVA BRASILANDIA
2000;BA;PREFEITO;COLIGA플O;PPB / PMDB / PL / PT do B / PSC ;CASTRO ALVES
2000;BA;PREFEITO;COLIGA플O;PL / PMDB / PSB ;CONTENDAS DO SINCORA
2000;BA;PREFEITO;COLIGA플O;PFL / PSC / PTB / PL ;CORDEIROS
2000;GO;PREFEITO;COLIGA플O;PPB / PMDB / PTB / PDT ;CABECEIRAS
2000;MG;PREFEITO;COLIGA플O;PMDB / PTB / PFL / PSDB ;PIRANGUINHO
2000;SP;PREFEITO;COLIGA플O;PV / PDT / PHS ;JUNDIAI
2000;SP;PREFEITO;COLIGA플O;PAN / PFL / PPS / PRP / PRTB / PSB / PSDB;MAUA
2000;RS;PREFEITO;COLIGA플O;PMDB / PDT ;SAO VICENTE DO SUL
2000;MG;PREFEITO;COLIGA플O;PPB / PMDB / PFL / PSB ;IBIRACI
2000;BA;PREFEITO;COLIGA플O;PL / PFL ;ANTAS
2000;BA;PREFEITO;COLIGA플O;PMDB / PFL / PL / PT do B / PSL ;ARACATU
2000;PI;PREFEITO;COLIGA플O;PSDB / PPB / PDT / PPS ;FARTURA DO PIAUI
2000;CE;PREFEITO;COLIGA플O;PMDB / PSB / PTB ;IRAUCUBA
2000;PR;PREFEITO;COLIGA플O;PPB / PFL / PRN / PT do B / PRP / PSB / PMN ;GUARAPUAVA
2000;PR;PREFEITO;COLIGA플O;PSDB / PMDB / PSB / PHS / PRP / PTB ;IPORA
2000;PR;PREFEITO;COLIGA플O;PSDB / PTB / PFL ;ITAMBE
2000;MG;PREFEITO;COLIGA플O;PMDB / PFL / PL ;MAMONAS
2000;MG;PREFEITO;COLIGA플O;PMDB / PTB / PMN ;CARAI
2000;MG;PREFEITO;COLIGA플O;PL / PSDB / PSB ;CARMO DA CACHOEIRA
2000;MG;PREFEITO;COLIGA플O;PFL / PDT / PST / PSDC / PRTB / PV ;CATAGUASES
2000;MG;PREFEITO;COLIGA플O;PMDB / PPS / PFL / PPB / PL ;CAXAMBU
2000;MG;PREFEITO;COLIGA플O;PFL / PSDB ;SAO GONCALO DO RIO PRETO
2000;PE;PREFEITO;COLIGA플O;PPS / PSC / PTB / PSDB / PMDB / PC do B / PV / PSD / PSDC ;ARCOVERDE
2000;SP;PREFEITO;COLIGA플O;PFL / PPB / PTB / PPS ;GUZOLANDIA
2000;RS;PREFEITO;COLIGA플O;PFL / PTB ;TURUCU
2000;RS;PREFEITO;COLIGA플O;PFL / PMDB / PTB / PDT / PSDB ;SANTO ANTONIO DA PATRULHA
2000;RS;PREFEITO;COLIGA플O;PPB / PTB ;COXILHA
2000;MG;PREFEITO;COLIGA플O;PFL / PSD / PL / PPS / PDT ;GRUPIARA
2000;MG;PREFEITO;COLIGA플O;PFL / PSDB ;GUARACIABA
2000;CE;PREFEITO;COLIGA플O;PPS / PSD / PT ;GENERAL SAMPAIO
2000;CE;PREFEITO;COLIGA플O;PSDB / PL / PFL ;GRANGEIRO
2000;CE;PREFEITO;COLIGA플O;PSD / PTB;INDEPENDENCIA
2000;CE;PREFEITO;COLIGA플O;PDT / PT / PMDB / PPS ;IRACEMA
2000;ES;PREFEITO;COLIGA플O;PFL / PPB / PDT / PMN / PSC ;GUARAPARI
2000;ES;PREFEITO;COLIGA플O;PDT / PPB / PFL ;ITAPEMIRIM
2000;ES;PREFEITO;COLIGA플O;PMDB / PTB / PSDB / PPB;JERONIMO MONTEIRO
2000;ES;PREFEITO;COLIGA플O;PPS / PFL;JERONIMO MONTEIRO
2000;SC;PREFEITO;COLIGA플O;PFL / PPB ;FREI ROGERIO
2000;SP;PREFEITO;COLIGA플O;PMDB / PSD / PST / PHS ;INDAIATUBA
2000;SP;PREFEITO;COLIGA플O;PMDB / PFL / PRTB / PDT / PPS ;IPUA
2000;MT;PREFEITO;COLIGA플O;PSDB / PPS / PT / PDT ;NOVA CANAA DO NORTE
2000;MT;PREFEITO;COLIGA플O;PPS / PFL ;PORTO ESPEREDIAO
2000;MT;PREFEITO;COLIGA플O;PPB / PDT / PTB / PMDB / PSL / PL / PSB / PSDB / PFL / PPS;PRIMAVERA DO LESTE
2000;SP;PREFEITO;COLIGA플O;PT / PCB / PMN / PC do B;HORTOLANDIA
2000;SP;PREFEITO;COLIGA플O;PDT / PSL / PT / PC do B / PGT / PPS ;ARUJA
2000;SP;PREFEITO;COLIGA플O;PSDB / PDT / PTB / PFL / PT;PONTALINDA
2000;SP;PREFEITO;COLIGA플O;PSB / PMDB / PT / PSDB / PPS / PV / PGT ;AVARE
2000;PE;PREFEITO;COLIGA플O;PMDB / PSL / PSD / PL / PRTB ;BONITO
2000;PE;PREFEITO;COLIGA플O;PFL / PSDB ;BREJINHO
2000;PE;PREFEITO;COLIGA플O;PPB / PSD / PTB / PMDB ;BARREIROS
2000;PE;PREFEITO;COLIGA플O;PFL / PMDB / PSD ;JAQUEIRA
2000;GO;PREFEITO;COLIGA플O;PMDB / PL / PFL / PSDB;CACHOEIRA ALTA
2000;MG;PREFEITO;COLIGA플O;PPB / PTB ;PIEDADE DE PONTE NOVA
2000;SP;PREFEITO;COLIGA플O;PMDB / PV / PPS / PDT / PSB / PSD / PHS / PGT / PST / PSL ;LENCOIS PAULISTA
2000;SC;PREFEITO;COLIGA플O;PMDB / PDT / PSDB ;GRAO PARA
2000;SC;PREFEITO;COLIGA플O;PSDB / PTB / PDT;BOCAINA DO SUL
2000;SC;PREFEITO;COLIGA플O;PMDB / PFL / PDT;ILHOTA
2000;SP;PREFEITO;COLIGA플O;PDT / PV / PMN / PHS / PRONA;ILHABELA
2000;SP;PREFEITO;COLIGA플O;PMDB / PFL / PRTB / PDT / PPS ;IPUA
2000;SP;PREFEITO;COLIGA플O;PMDB / PL / PFL / PPS ;ITAJU
2000;SP;PREFEITO;COLIGA플O;PSDB / PSD / PFL / PDT / PSL / PL / PGT / PTN / PC do B ;ITAPEVA
2000;PR;PREFEITO;COLIGA플O;PMDB / PT / PTB / PRP / PPS / PDT ;GUARANIACU
2000;PR;PREFEITO;COLIGA플O;PPB / PFL ;IVAIPORA
2000;MG;PREFEITO;COLIGA플O;PPB / PDT / PMDB / PL ;SAO MIGUEL DO ANTA
2000;MG;PREFEITO;COLIGA플O;PMN / PTB / PL / PSD / PSDC ;SAO SEBASTIAO DO RIO VERDE
2000;MG;PREFEITO;COLIGA플O;PL / PSDB / PPB / PT / PV;SAO TIAGO
2000;MG;PREFEITO;COLIGA플O;PMDB / PTB ;SAPUCAI MIRIM
2000;MG;PREFEITO;COLIGA플O;PTB / PFL / PPS / PMDB ;SENADOR FIRMINO
2000;SP;PREFEITO;COLIGA플O;PPS / PSL / PPB / PL ;CAFELANDIA
2000;SP;PREFEITO;COLIGA플O;PPB / PTB / PFL ;CAIABU
2000;SP;PREFEITO;COLIGA플O;PTB / PMDB / PSL / PST / PTN / PRTB / PGT / PHS / PMN / PSB / PSD / PRP / PSDB ;CAJAMAR
2000;MG;PREFEITO;COLIGA플O;PL / PMDB / PTB ;MATEUS LEME
2000;MG;PREFEITO;COLIGA플O;PFL / PSDB / PV / PPS / PMDB ;MEDINA
2000;RS;PREFEITO;COLIGA플O;PDT / PMDB / PFL;COXILHA
2000;MG;PREFEITO;COLIGA플O;PL / PFL / PSB / PSD / PSDB / PDT ;IBIAI
2000;MG;PREFEITO;COLIGA플O;PFL / PSDB / PSD / PPS / PSC / PHS / PSB ;IJACI
2000;GO;PREFEITO;COLIGA플O;PTB / PPB / PSD / PC do B / PFL / PMDB / PSDB ;CRIXAS
2000;MG;PREFEITO;COLIGA플O;PSDB / PFL / PSC / PPS;AGUAS FORMOSAS
2000;MG;PREFEITO;COLIGA플O;PMDB / PPB / PFL;MORRO DA GARCA
2000;MA;PREFEITO;COLIGA플O;PTN / PSL / PL / PHS / PSDB / PDT ;ARARI
2000;SP;PREFEITO;COLIGA플O;PPS / PFL;HORTOLANDIA
2000;PE;PREFEITO;COLIGA플O;PSL / PPB / PDT / PTB ;BOM JARDIM
2000;CE;PREFEITO;COLIGA플O;PMDB / PSD / PFL ;GUARACIABA DO NORTE
2000;CE;PREFEITO;COLIGA플O;PSDB / PMDB / PTB;IBARETAMA
2000;CE;PREFEITO;COLIGA플O;PMDB / PDT / PPS ;IGUATU
2000;ES;PREFEITO;COLIGA플O;PFL / PPS / PV;ECOPORANGA
2000;BA;PREFEITO;COLIGA플O;PSL / PSC / PTB;CORIBE
2000;SC;PREFEITO;COLIGA플O;PFL / PMDB / PDT / PSDB ;CAPAO ALTO
2000;SC;PREFEITO;COLIGA플O;PMDB / PT ;TREVISO
2000;SP;PREFEITO;COLIGA플O;PDT / PSDB / PFL / PTB / PPB / PSB / PAN / PSC / PT do B / PGT / PSDC / PRTB / PPS / PRP ;INDAIATUBA
2000;SP;PREFEITO;COLIGA플O;PFL / PPB / PTB;INUBIA PAULISTA
2000;PB;PREFEITO;COLIGA플O;PPS / PT ;CAAPORA
2000;MG;PREFEITO;COLIGA플O;PMDB / PL / PSD / PTB ;SAO PEDRO DO SUACUI
2000;MG;PREFEITO;COLIGA플O;PMDB / PSC;FELICIO DOS SANTOS
2000;MG;PREFEITO;COLIGA플O;PMDB / PSDB / PPS / PSD ;SANTANA DO PARAISO
2000;SP;PREFEITO;COLIGA플O;PMDB / PV / PPS / PDT / PSB / PSD / PHS / PGT / PST / PSL ;LENCOIS PAULISTA
2000;SP;PREFEITO;COLIGA플O;PDT / PPB / PTB / PSL / PTN / PFL / PAN / PRTB / PGT / PHS / PMN / PRN / PRP / PC do B / PT do B;LIMEIRA
2000;GO;PREFEITO;COLIGA플O;PPB / PSDB / PFL / PST / PV ;RIO QUENTE
2000;GO;PREFEITO;COLIGA플O;PMDB / PT / PSC / PPS ;CAIAPONIA
2000;SP;PREFEITO;COLIGA플O;PSDB / PPB / PSC / PSD / PSB ;PINDAMONHANGABA
2000;RS;PREFEITO;COLIGA플O;PT / PPS / PSB;NOVA HARTZ
2000;RS;PREFEITO;COLIGA플O;PFL / PDT ;ENTRE IJUIS
2000;SP;PREFEITO;COLIGA플O;PMDB / PPB / PL / PFL / PV / PDT ;JAU
2000;BA;PREFEITO;COLIGA플O;PL / PTB;SENHOR DO BONFIM
2000;BA;PREFEITO;COLIGA플O;PL / PDT / PSC ;TUCANO
2000;BA;PREFEITO;COLIGA플O;PDT / PT / PSB;UBAITABA
2000;CE;PREFEITO;COLIGA플O;PL / PFL / PSDB ;IPU
2000;CE;PREFEITO;COLIGA플O;PSDB / PPS ;IPUEIRAS
2000;CE;PREFEITO;COLIGA플O;PPB / PTB / PL / PFL / PAN / PSDC / PSD ;IRACEMA
2000;CE;PREFEITO;COLIGA플O;PSDB / PMDB / PPB / PPS;JAGUARETAMA
2000;CE;PREFEITO;COLIGA플O;PSD / PPS / PTB ;JAGUARUANA
2000;BA;PREFEITO;COLIGA플O;PTB / PPB / PMDB / PRN ;CASA NOVA
2000;BA;PREFEITO;COLIGA플O;PL / PSDB ;CASA NOVA
2000;BA;PREFEITO;COLIGA플O;PFL / PDT / PTB / PMDB / PSD ;CATU
2000;BA;PREFEITO;COLIGA플O;PPB / PTB / PL;CATURAMA
2000;BA;PREFEITO;COLIGA플O;PSDB / PT ;CHORROCHO
2000;BA;PREFEITO;COLIGA플O;PPB / PL / PRN / PRP;COCOS
2000;MG;PREFEITO;COLIGA플O;PPB / PT / PTB / PMDB / PSL / PSC / PSD / PRP ;BARROSO
2000;MS;PREFEITO;COLIGA플O;PDT / PT / PFL;ALCINOPOLIS
2000;MS;PREFEITO;COLIGA플O;PDT / PMDB ;LAGUNA CARAPA
2000;MG;PREFEITO;COLIGA플O;PTB / PPB / PL ;MATERLANDIA
2000;BA;PREFEITO;COLIGA플O;PST / PMDB / PSDB / PT / PDT / PC do B ;GUARATINGA
2000;BA;PREFEITO;COLIGA플O;PFL / PPB ;IBIPITANGA
2000;PR;PREFEITO;COLIGA플O;PPB / PSDB / PL / PSC / PRTB / PDT ;MARIALVA
2000;PR;PREFEITO;COLIGA플O;PTB / PFL ;MARUMBI
2000;SC;PREFEITO;COLIGA플O;PT / PMDB ;PONTE ALTA
2000;RS;PREFEITO;COLIGA플O;PFL / PDT / PL / PTB ;BOM RETIRO DO SUL
2000;MG;PREFEITO;COLIGA플O;PPB / PT / PTB / PPS / PSD / PSDB ;CENTRALINA
2000;MG;PREFEITO;COLIGA플O;PPS / PFL / PSDB ;FELISBURGO
2000;MG;PREFEITO;COLIGA플O;PTB / PPB / PPS / PSDB;GALILEIA
2000;SP;PREFEITO;COLIGA플O;PPB / PTB / PFL / PL / PSDB ;GUARIBA
2000;SP;PREFEITO;COLIGA플O;PMDB / PDT / PPS / PFL / PSB / PSD ;ARTUR NOGUEIRA
2000;PE;PREFEITO;COLIGA플O;PSDB / PPS / PTB / PSB;JATOBA
2000;PE;PREFEITO;COLIGA플O;PMDB / PDT / PSB / PT / PST / PL;BELEM DE SAO FRANCISCO
2000;PE;PREFEITO;COLIGA플O;PPB / PMDB / PPS / PFL ;BODOCO
2000;PE;PREFEITO;COLIGA플O;PPS / PT / PSB ;BOM CONSELHO
2000;SC;PREFEITO;COLIGA플O;PFL / PMDB / PDT / PSDB ;CAPAO ALTO
2000;SC;PREFEITO;COLIGA플O;PPS / PDT / PC do B;HERVAL DO OESTE
2000;SP;PREFEITO;COLIGA플O;PL / PRONA / PTN ;INDAIATUBA
2000;SP;PREFEITO;COLIGA플O;PMDB / PSDB / PFL ;IRACEMAPOLIS
2000;MG;PREFEITO;COLIGA플O;PPB / PSD / PST ;BELO HORIZONTE
2000;MS;PREFEITO;COLIGA플O;PSB / PPS / PTN;ANASTACIO
2000;MG;PREFEITO;COLIGA플O;PMDB / PFL ;MARTINHO CAMPOS
2000;RS;PREFEITO;COLIGA플O;PPB / PTB / PMDB ;SANTO ANTONIO DO PLANALTO
2000;BA;PREFEITO;COLIGA플O;PDT / PT / PCB / PC do B / PPS / PST / PSC ;SOBRADINHO
2000;CE;PREFEITO;COLIGA플O;PMDB / PFL ;ACARAU
2000;RS;PREFEITO;COLIGA플O;PDT / PT;GENTIL
2000;RS;PREFEITO;COLIGA플O;PPB / PDT / PMDB;HULHA NEGRA
2000;MG;PREFEITO;COLIGA플O;PMDB / PT ;GUIDOVAL
2000;MG;PREFEITO;COLIGA플O;PMDB / PSDB ;MONSENHOR PAULO
2000;MA;PREFEITO;COLIGA플O;PFL / PST / PPB / PSD / PPS / PDT / PSDB ;BARAO DE GRAJAU
2000;PA;PREFEITO;COLIGA플O;PDT / PT / PSB;JACUNDA
2000;PE;PREFEITO;COLIGA플O;PT / PTB / PGT / PV / PPS / PC do B / PSDB / PL;CAMARAGIBE
2000;RN;PREFEITO;COLIGA플O;PSB / PL / PSDB / PFL ;VENHA VER
2000;RN;PREFEITO;COLIGA플O;PPB / PDT / PL / PFL / PMN / PSDB ;APODI
2000;PR;PREFEITO;COLIGA플O;PMDB / PSDB;ITAPEJARA DO OESTE
2000;PR;PREFEITO;COLIGA플O;PPB / PDT / PRTB / PSC;LONDRINA
2000;PR;PREFEITO;COLIGA플O;PSDB / PRP / PSDC / PTN / PHS / PMN / PSL / PL ;LONDRINA
2000;MG;PREFEITO;COLIGA플O;PFL / PSDB / PV / PTN / PL;MONTES CLAROS
2000;MA;PREFEITO;COLIGA플O;PT / PSB;BARAO DE GRAJAU
2000;PA;PREFEITO;COLIGA플O;PTB / PSD / PSDB / PFL / PSB / PPS ;ITUPIRANGA
2000;SP;PREFEITO;COLIGA플O;PMDB / PTB / PL ;LEME
2000;PE;PREFEITO;COLIGA플O;PDT / PTB / PSL / PSC / PL / PFL / PGT / PMN / PSB / PV ;ABREU E LIMA
2000;PE;PREFEITO;COLIGA플O;PDT / PSDB / PPS ;CACHOEIRINHA
2000;RN;PREFEITO;COLIGA플O;PPB / PSB / PMDB ;ITAJA
2000;RN;PREFEITO;COLIGA플O;PMDB / PPB;AREIA BRANCA
2000;RN;PREFEITO;COLIGA플O;PMDB / PPB / PPS ;BREJINHO
2000;RN;PREFEITO;COLIGA플O;PSD / PTB / PFL ;BREJINHO
2000;RS;PREFEITO;COLIGA플O;PPB / PDT / PTB ;GRAMADO XAVIER
2000;MG;PREFEITO;COLIGA플O;PPB / PPS / PFL / PMN / PSDB ;IGARAPE
2000;BA;PREFEITO;COLIGA플O;PFL / PSC ;ALAGOINHAS
2000;BA;PREFEITO;COLIGA플O;PL / PTB / PSDB / PMDB;INHAMBUPE
2000;PR;PREFEITO;COLIGA플O;PRP / PSDB / PL / PPS / PDT ;MAMBORE
2000;PR;PREFEITO;COLIGA플O;PPS / PFL / PSC / PSL / PDT / PRP / PST ;MANDAGUARI
2000;SC;PREFEITO;COLIGA플O;PPB / PFL / PSDB / PPS ;POMERODE
2000;SC;PREFEITO;COLIGA플O;PPB / PFL / PSDB ;PRAIA GRANDE
2000;SC;PREFEITO;COLIGA플O;PT / PSB / PC do B / PDT / PL ;RIO DO SUL
2000;RN;PREFEITO;COLIGA플O;PMDB / PSDB / PPB / PPS / PSB / PSD ;PARNAMIRIM
2000;MG;PREFEITO;COLIGA플O;PSD / PSDB / PFL / PRTB;PIRAJUBA
2000;MG;PREFEITO;COLIGA플O;PMDB / PL / PDT / PTB / PFL ;PITANGUI
2000;MG;PREFEITO;COLIGA플O;PMDB / PSDB / PT ;POCO FUNDO
2000;BA;PREFEITO;COLIGA플O;PTB / PSDB / PL / PMDB ;RIO DO ANTONIO
2000;PE;PREFEITO;COLIGA플O;PSDB / PMDB / PL ;CORRENTES
2000;PE;PREFEITO;COLIGA플O;PDT / PSL / PPS ;CORTES
2000;PR;PREFEITO;COLIGA플O;PPB / PTB / PL ;MANDAGUARI
2000;PR;PREFEITO;COLIGA플O;PPB / PDT / PT / PMDB / PL / PPS / PHS / PSB / PSDB;MARECHAL CANDIDO RONDON
2000;PR;PREFEITO;COLIGA플O;PL / PSB / PSC ;GOIOERE
2000;PR;PREFEITO;COLIGA플O;PPB / PMDB / PSDB ;LAPA
2000;MG;PREFEITO;COLIGA플O;PPB / PFL / PTB ;MONTE AZUL
2000;MG;PREFEITO;COLIGA플O;PL / PFL / PSB / PSDB ;MUNHOZ
2000;MG;PREFEITO;COLIGA플O;PL / PMDB / PFL / PHS ;NANUQUE
2000;MA;PREFEITO;COLIGA플O;PFL / PSD / PL / PSDB ;ARAIOSES
2000;SP;PREFEITO;COLIGA플O;PL / PV / PST;ITANHAEM
2000;MT;PREFEITO;COLIGA플O;PTB / PSDB ;SAO JOSE DO RIO CLARO
2000;MG;PREFEITO;COLIGA플O;PTB / PMDB / PSDB ;CARMOPOLIS DE MINAS
2000;PE;PREFEITO;COLIGA플O;PMDB / PSL / PSDB / PT do B / PPB / PFL ;ARACOIABA
2000;SP;PREFEITO;COLIGA플O;PDT / PMDB / PST / PPS / PV / PRP / PT do B;GUARIBA
2000;SP;PREFEITO;COLIGA플O;PPB / PDT / PSL / PST / PPS / PHS / PSB / PSD / PRP / PC do B ;GUARUJA
2000;SC;PREFEITO;COLIGA플O;PPB / PL;TIMBO GRANDE
2000;SP;PREFEITO;COLIGA플O;PSDB / PTB / PRP / PPB / PL ;BRODOWSKI
