ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO;NM_UE
2020;PB;PREFEITO;COLIGAÇÃO;MDB / PSB / PSD;CUITEGI
2020;SP;PREFEITO;COLIGAÇÃO;CIDADANIA / PSB;MIRASSOL
2020;GO;PREFEITO;COLIGAÇÃO;PROS / PSD;TROMBAS
2020;MA;PREFEITO;COLIGAÇÃO;PC do B / MDB / PDT / PTB;NOVA IORQUE
2020;GO;PREFEITO;COLIGAÇÃO;SOLIDARIEDADE / PP / PROS;VILA BOA
2020;GO;PREFEITO;COLIGAÇÃO;PSDB / PTB / DEM;AURILÂNDIA
2020;MG;PREFEITO;COLIGAÇÃO;PP / PT / PSD;JESUÂNIA
2020;BA;PREFEITO;COLIGAÇÃO;MDB / PDT / PSL / PL;CORRENTINA
2020;MG;PREFEITO;COLIGAÇÃO;PDT / MDB / PSB;CARATINGA
2020;MT;PREFEITO;COLIGAÇÃO;PT / PSOL;NOVA XAVANTINA
2020;CE;PREFEITO;COLIGAÇÃO;REDE / PROS;MARTINÓPOLE
2020;AL;PREFEITO;COLIGAÇÃO;MDB / PROS / SOLIDARIEDADE;JUNQUEIRO
2020;BA;PREFEITO;COLIGAÇÃO;PP / PODE / PSOL / SOLIDARIEDADE / PL / PSD / PT / MDB / PROS;PILÃO ARCADO
2020;SP;PREFEITO;COLIGAÇÃO;PL / PODE / DEM;RIFAINA
2020;RJ;PREFEITO;COLIGAÇÃO;PSDB / PSB / MDB / PTC / PSC;LAJE DO MURIAÉ
2020;RS;PREFEITO;COLIGAÇÃO;PP / MDB / PSD;GRAVATAÍ
2020;RS;PREFEITO;COLIGAÇÃO;REPUBLICANOS / REDE;GENERAL CÂMARA
2020;SP;PREFEITO;COLIGAÇÃO;DEM / CIDADANIA / AVANTE;VÁRZEA PAULISTA
2020;SP;PREFEITO;COLIGAÇÃO;PSB / PP / PSC / AVANTE / PSD / PSL;CAMPINAS
2020;RN;PREFEITO;COLIGAÇÃO;CIDADANIA / PV;NATAL
2020;PE;PREFEITO;COLIGAÇÃO;MDB / PT / REPUBLICANOS;AMARAJI
2020;PR;PREFEITO;COLIGAÇÃO;PDT / PC do B;BANDEIRANTES
2020;PA;PREFEITO;COLIGAÇÃO;PT / PSD / PTB / PODE / PSB;ULIANÓPOLIS
2020;PI;PREFEITO;COLIGAÇÃO;SOLIDARIEDADE / PATRIOTA / CIDADANIA / DEM / PSDB;RIACHO FRIO
2020;TO;PREFEITO;COLIGAÇÃO;PSD / PTB / PSC / PP / PMN / AVANTE / DEM;NOVA ROSALÂNDIA
2020;MG;PREFEITO;COLIGAÇÃO;PP / SOLIDARIEDADE / PT / AVANTE / PL / PSB / PSC;ITANHOMI
2020;SP;PREFEITO;COLIGAÇÃO;PRTB / PL / REPUBLICANOS / SOLIDARIEDADE / PTC / MDB;RAFARD
2020;MG;PREFEITO;COLIGAÇÃO;PP / PDT / CIDADANIA / PODE / PRTB / PMN / PTC / PROS;BRAZÓPOLIS
2020;MG;PREFEITO;COLIGAÇÃO;MDB / PL;CHAPADA DO NORTE
2020;AL;PREFEITO;COLIGAÇÃO;AVANTE / SOLIDARIEDADE / PT / MDB / PSD;PINDOBA
2020;MG;PREFEITO;COLIGAÇÃO;CIDADANIA / PP / PSDB;CRISÓLITA
2020;BA;PREFEITO;COLIGAÇÃO;PP / MDB / PSL;ITAPITANGA
2020;MG;PREFEITO;COLIGAÇÃO;PP / PT;JUIZ DE FORA
2020;SP;PREFEITO;COLIGAÇÃO;PSB / REDE / PL / PATRIOTA / PDT / PSD / PSDB / PTC / PSC;ITOBI
2020;MG;PREFEITO;COLIGAÇÃO;PROS / PP / AVANTE / PL / MDB / PSC / PC do B / REPUBLICANOS;TIMÓTEO
2020;MT;PREFEITO;COLIGAÇÃO;PDT / PSL;SÃO JOSÉ DO POVO
2020;RN;PREFEITO;COLIGAÇÃO;PROS / PSD;SERRA DE SÃO BENTO
2020;SP;PREFEITO;COLIGAÇÃO;PATRIOTA / CIDADANIA / DEM / PP / PDT;MONTE ALEGRE DO SUL
2020;SE;PREFEITO;COLIGAÇÃO;PP / PL / MDB / REPUBLICANOS / PDT;SÃO CRISTÓVÃO
2020;SP;PREFEITO;COLIGAÇÃO;REPUBLICANOS / CIDADANIA;SANTA FÉ DO SUL
2020;PR;PREFEITO;COLIGAÇÃO;PSL / PP;PARAÍSO DO NORTE
2020;SP;PREFEITO;COLIGAÇÃO;DEM / PT;MAGDA
2020;MG;PREFEITO;COLIGAÇÃO;PSDB / MDB;BETIM
2020;GO;PREFEITO;COLIGAÇÃO;PSDB / DEM / PSL / PTC;AMERICANO DO BRASIL
2020;MG;PREFEITO;COLIGAÇÃO;PSDB / PV / AVANTE;CURVELO
2020;SP;PREFEITO;COLIGAÇÃO;AVANTE / PL / PC do B / PDT / PT / PSB / SOLIDARIEDADE / PROS;CAJAMAR
2020;MA;PREFEITO;COLIGAÇÃO;PDT / DEM / MDB;MATÕES DO NORTE
2020;RS;PREFEITO;COLIGAÇÃO;PP / PROS / PSD;SANTA ROSA
2020;MS;PREFEITO;COLIGAÇÃO;PSDB / PP / PT / PODE / PTC;BODOQUENA
2020;MG;PREFEITO;COLIGAÇÃO;PRTB / PATRIOTA;RIO VERMELHO
2020;BA;PREFEITO;COLIGAÇÃO;PP / AVANTE / REPUBLICANOS;SANTA CRUZ CABRÁLIA
2020;PI;PREFEITO;COLIGAÇÃO;PTB / REPUBLICANOS / PL / PROS / MDB / DEM / CIDADANIA / AVANTE;PARNAGUÁ
2020;AL;PREFEITO;COLIGAÇÃO;PSC / PODE;MONTEIRÓPOLIS
2020;AM;PREFEITO;COLIGAÇÃO;PSD / PTB / PL / DEM / PROS;TEFÉ
2020;GO;PREFEITO;COLIGAÇÃO;PDT / MDB / PROS / SOLIDARIEDADE / PTC;SANTA RITA DO NOVO DESTINO
2020;PR;PREFEITO;COLIGAÇÃO;PATRIOTA / PC do B / SOLIDARIEDADE / REDE / PODE / PL / CIDADANIA;IGUARAÇU
2020;BA;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PP / MDB / CIDADANIA / DEM;PARIPIRANGA
2020;ES;PREFEITO;COLIGAÇÃO;PSDB / MDB / PSC;MARATAÍZES
2020;RS;PREFEITO;COLIGAÇÃO;PDT / MDB;CIDREIRA
2020;RS;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PSB;LAGOÃO
2020;RS;PREFEITO;COLIGAÇÃO;PP / PSD / PT;IBARAMA
2020;RS;PREFEITO;COLIGAÇÃO;MDB / PT / CIDADANIA;SANTA CRUZ DO SUL
2020;PE;PREFEITO;COLIGAÇÃO;PSB / DEM / PSL / PSD;CUPIRA
2020;AM;PREFEITO;COLIGAÇÃO;PTB / PDT;SÃO GABRIEL DA CACHOEIRA
2020;BA;PREFEITO;COLIGAÇÃO;PODE / PSD / SOLIDARIEDADE;CARAÍBAS
2020;MG;PREFEITO;COLIGAÇÃO;PP / PSDB;URUANA DE MINAS
2020;GO;PREFEITO;COLIGAÇÃO;Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PODE / PSD / PMB / PSB;RIALMA
2020;GO;PREFEITO;COLIGAÇÃO;PTC / PATRIOTA;CACHOEIRA ALTA
2020;SP;PREFEITO;COLIGAÇÃO;AVANTE / PSB;FERRAZ DE VASCONCELOS
2020;AM;PREFEITO;COLIGAÇÃO;MDB / PSB / PP;MANAQUIRI
2020;MT;PREFEITO;COLIGAÇÃO;PTB / PSDB / PP;TORIXORÉU
2020;SC;PREFEITO;COLIGAÇÃO;PSDB / PSD / PDT;PORTO BELO
2020;MT;PREFEITO;COLIGAÇÃO;PL / PTB / PSB;NOVA BANDEIRANTES
2020;BA;PREFEITO;COLIGAÇÃO;PSL / SOLIDARIEDADE / PSD / PTB / PROS;BURITIRAMA
2020;SP;PREFEITO;COLIGAÇÃO;PT / MDB;ESTRELA DO NORTE
2020;RS;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PDT / MDB / PSDB;NOVA CANDELÁRIA
2020;CE;PREFEITO;COLIGAÇÃO;SOLIDARIEDADE / PSDB / PSB;CRATO
2020;PA;PREFEITO;COLIGAÇÃO;PTB / PT / PL;PARAGOMINAS
2020;PE;PREFEITO;COLIGAÇÃO;PODE / CIDADANIA;VERDEJANTE
2020;PI;PREFEITO;COLIGAÇÃO;PSL / CIDADANIA / PSB / AVANTE / PODE;ALEGRETE DO PIAUÍ
2020;PI;PREFEITO;COLIGAÇÃO;PTB / REPUBLICANOS / PODE / PROS;ARRAIAL
2020;PR;PREFEITO;COLIGAÇÃO;PT / PSDB / MDB;BOA VENTURA DE SÃO ROQUE
2020;BA;PREFEITO;COLIGAÇÃO;PODE / AVANTE;PLANALTINO
2020;CE;PREFEITO;COLIGAÇÃO;MDB / DEM;SÃO BENEDITO
2020;BA;PREFEITO;COLIGAÇÃO;DEM / PSL / PSDB / PDT / PL / PP;SALVADOR
2020;CE;PREFEITO;COLIGAÇÃO;PDT / DEM;MORADA NOVA
2020;PE;PREFEITO;COLIGAÇÃO;PTB / PSL / PDT;OURICURI
2020;PR;PREFEITO;COLIGAÇÃO;PSB / PMN;MARINGÁ
2020;SC;PREFEITO;COLIGAÇÃO;PSL / PRTB;MARAVILHA
2020;SP;PREFEITO;COLIGAÇÃO;DEM / MDB / PL / CIDADANIA;RIVERSUL
2020;SC;PREFEITO;COLIGAÇÃO;PP / PSL;RODEIO
2020;RS;PREFEITO;COLIGAÇÃO;MDB / PP;SÃO JOSÉ DAS MISSÕES
2020;SC;PREFEITO;COLIGAÇÃO;PDT / PC do B;SUL BRASIL
2020;SP;PREFEITO;COLIGAÇÃO;PTC / PSD / PDT / PTB / PMN;PRESIDENTE ALVES
2020;TO;PREFEITO;COLIGAÇÃO;PDT / PATRIOTA / MDB / PTB / PSB;SANDOLÂNDIA
2020;TO;PREFEITO;COLIGAÇÃO;PSD / PP;PIUM
2020;GO;PREFEITO;COLIGAÇÃO;REPUBLICANOS / SOLIDARIEDADE / PP / MDB;FAINA
2020;RJ;PREFEITO;COLIGAÇÃO;PP / PDT / PC do B;GUAPIMIRIM
2020;SP;PREFEITO;COLIGAÇÃO;PTB / PSC / PL / PSDB / AVANTE;ALUMÍNIO
2020;AM;PREFEITO;COLIGAÇÃO;REPUBLICANOS / CIDADANIA / DC / PTC / PP;IPIXUNA
2020;RS;PREFEITO;COLIGAÇÃO;PDT / PSDB / PRTB / DEM / CIDADANIA / AVANTE / PSL / PP;CRISSIUMAL
2020;MT;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PP / PDT / PT / PSL / PSC / DEM / PTC / PSB / PC do B;ALTO BOA VISTA
2020;SP;PREFEITO;COLIGAÇÃO;PP / PTC;CAMPINAS
2020;AL;PREFEITO;COLIGAÇÃO;DEM / CIDADANIA;OLIVENÇA
2020;SP;PREFEITO;COLIGAÇÃO;PSD / PSL;JAMBEIRO
2020;SC;PREFEITO;COLIGAÇÃO;AVANTE / PSDB / DEM / PSB;PLANALTO ALEGRE
2020;SE;PREFEITO;COLIGAÇÃO;PTB / PL / PMN / PATRIOTA / AVANTE / PSC / PV / PODE;POÇO VERDE
2020;SP;PREFEITO;COLIGAÇÃO;PSDB / PC do B / PSB;PAULISTÂNIA
2020;MG;PREFEITO;COLIGAÇÃO;PDT / MDB;ASTOLFO DUTRA
2020;CE;PREFEITO;COLIGAÇÃO;PROS / PATRIOTA / PSC / PSL;TIANGUÁ
2020;SP;PREFEITO;COLIGAÇÃO;MDB / PSD / PP;MACATUBA
2020;TO;PREFEITO;COLIGAÇÃO;PSD / PODE / MDB / PT / PSB / PL / SOLIDARIEDADE / PDT / DEM / PP / PSL;ARAGUAÇU
2020;MA;PREFEITO;COLIGAÇÃO;PP / PL;SANTA HELENA
2020;SE;PREFEITO;COLIGAÇÃO;PSL / PATRIOTA;NOSSA SENHORA DAS DORES
2020;SE;PREFEITO;COLIGAÇÃO;PSD / CIDADANIA;NOSSA SENHORA DA GLÓRIA
2020;SP;PREFEITO;COLIGAÇÃO;CIDADANIA / PTB;JABOTICABAL
2020;MG;PREFEITO;COLIGAÇÃO;MDB / PL;BRUMADINHO
2020;SC;PREFEITO;COLIGAÇÃO;PP / PDT;RIO RUFINO
2020;PR;PREFEITO;COLIGAÇÃO;PV / PODE / DEM / REDE;BALSA NOVA
2020;PB;PREFEITO;COLIGAÇÃO;PTC / PSC / PP / AVANTE / DEM / PL / PT / PSD;ESPERANÇA
2020;SP;PREFEITO;COLIGAÇÃO;PSC / PSL;ITU
2020;MA;PREFEITO;COLIGAÇÃO;PMB / REPUBLICANOS / REDE / PODE / DEM / PATRIOTA;JOSELÂNDIA
2020;SP;PREFEITO;COLIGAÇÃO;PSDB / PATRIOTA / REPUBLICANOS / DEM / PSC / PL / MDB;PONTAL
2020;SP;PREFEITO;COLIGAÇÃO;PODE / REPUBLICANOS / MDB;ITUVERAVA
2020;MG;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PL;CATAGUASES
2020;MG;PREFEITO;COLIGAÇÃO;MDB / PP;PERDIZES
2020;SP;PREFEITO;COLIGAÇÃO;PT / PC do B / PMB;SERRANA
2020;MA;PREFEITO;COLIGAÇÃO;AVANTE / PV;COLINAS
2020;SC;PREFEITO;COLIGAÇÃO;PSDB / DEM / PP / PT / PSD;MAJOR GERCINO
2020;MG;PREFEITO;COLIGAÇÃO;PROS / AVANTE;SETE LAGOAS
2020;SC;PREFEITO;COLIGAÇÃO;PL / DEM;SANTIAGO DO SUL
2020;ES;PREFEITO;COLIGAÇÃO;PSC / MDB / PODE / PATRIOTA / CIDADANIA / PP / PRTB;VITÓRIA
2020;PR;PREFEITO;COLIGAÇÃO;PRTB / SOLIDARIEDADE;BARBOSA FERRAZ
2020;BA;PREFEITO;COLIGAÇÃO;MDB / PSDB / PL;IPUPIARA
2020;PI;PREFEITO;COLIGAÇÃO;DEM / REPUBLICANOS;LUZILÂNDIA
2020;MA;PREFEITO;COLIGAÇÃO;PP / AVANTE / PSDB / DEM;SANTO AMARO DO MARANHÃO
2020;MA;PREFEITO;COLIGAÇÃO;PSL / PTC / PATRIOTA / PC do B;BOM JARDIM
2020;GO;PREFEITO;COLIGAÇÃO;PSD / PP / PT;BRAZABRANTES
2020;MG;PREFEITO;COLIGAÇÃO;DEM / PSB / PSDB / CIDADANIA;SANTO ANTÔNIO DO MONTE
2020;GO;PREFEITO;COLIGAÇÃO;MDB / PTB / PV / PSDB / PSC;CRIXÁS
2020;MT;PREFEITO;COLIGAÇÃO;CIDADANIA / DEM / PSC / PTB / PSDB / PMB / PTC / PROS;JACIARA
2020;RS;PREFEITO;COLIGAÇÃO;PSDB / PDT / REPUBLICANOS / PSC;CAPITÃO
2020;RS;PREFEITO;COLIGAÇÃO;MDB / PSL / PATRIOTA / PSD;SANTO ANTÔNIO DO PLANALTO
2020;PR;PREFEITO;COLIGAÇÃO;DEM / REPUBLICANOS / PDT / PSB;CAMPO MAGRO
2020;SP;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PSD / MDB;MARÍLIA
2020;SE;PREFEITO;COLIGAÇÃO;PP / PL / CIDADANIA / PV / SOLIDARIEDADE / PSL / PROS;MARUIM
2020;SP;PREFEITO;COLIGAÇÃO;DEM / PSB;ONDA VERDE
2020;SP;PREFEITO;COLIGAÇÃO;PROS / PP;MIRA ESTRELA
2020;MT;PREFEITO;COLIGAÇÃO;UNIÃO / PRTB;MATUPÁ
2020;MG;PREFEITO;COLIGAÇÃO;PSL / PTC / DEM / PV / REPUBLICANOS / CIDADANIA / SOLIDARIEDADE / PSDB;PONTE NOVA
2020;SP;PREFEITO;COLIGAÇÃO;PL / PP;MOGI MIRIM
2020;RO;PREFEITO;COLIGAÇÃO;REPUBLICANOS / CIDADANIA / SOLIDARIEDADE / AVANTE / PROS;COLORADO DO OESTE
2020;RN;PREFEITO;COLIGAÇÃO;PDT / PTB / PSB / PROS / PMN / AVANTE / REPUBLICANOS;JANDAÍRA
2020;MA;PREFEITO;COLIGAÇÃO;DEM / SOLIDARIEDADE;VARGEM GRANDE
2020;SE;PREFEITO;COLIGAÇÃO;PTB / PSDB / PDT;RIBEIRÓPOLIS
2020;PA;PREFEITO;COLIGAÇÃO;MDB / PDT;GOIANÉSIA DO PARÁ
2020;RJ;PREFEITO;COLIGAÇÃO;CIDADANIA / PTB;ITABORAÍ
2020;CE;PREFEITO;COLIGAÇÃO;DEM / PATRIOTA;CRATO
2020;BA;PREFEITO;COLIGAÇÃO;PSB / PSL;ITACARÉ
2020;CE;PREFEITO;COLIGAÇÃO;PSB / PDT;BATURITÉ
2020;AL;PREFEITO;COLIGAÇÃO;PL / PDT / DEM / MDB / PODE / PSDB / SOLIDARIEDADE / PTB;OLHO D ÁGUA DO CASADO
2020;AP;PREFEITO;COLIGAÇÃO;PT / PSD / PC do B;MAZAGÃO
2020;MA;PREFEITO;COLIGAÇÃO;PSD / PSDB / REPUBLICANOS / DEM;PRESIDENTE DUTRA
2020;RS;PREFEITO;COLIGAÇÃO;PSL / PSB / PROS;MATO LEITÃO
2020;MG;PREFEITO;COLIGAÇÃO;PT / MDB / PC do B;TEÓFILO OTONI
2020;MA;PREFEITO;COLIGAÇÃO;PP / MDB / PSD / PT;GOVERNADOR EDISON LOBÃO
2020;MG;PREFEITO;COLIGAÇÃO;PP / REPUBLICANOS;VÁRZEA DA PALMA
2020;MA;PREFEITO;COLIGAÇÃO;PSC / PV / SOLIDARIEDADE / PL / PT / DC / MDB / PRTB / AVANTE;SÃO LUÍS GONZAGA DO MARANHÃO
2020;MG;PREFEITO;COLIGAÇÃO;PROS / PSDB / AVANTE / PP;SANTANA DO DESERTO
2020;PR;PREFEITO;COLIGAÇÃO;DEM / PATRIOTA / PSD;IMBAÚ
2020;RS;PREFEITO;COLIGAÇÃO;PSD / PL;CACHOEIRINHA
2020;MG;PREFEITO;COLIGAÇÃO;PT / PSB / PC do B / PODE / REDE;SÃO JOSÉ DA LAPA
2020;SP;PREFEITO;COLIGAÇÃO;PSL / PSC / PROS / PL;LIMEIRA
2020;RJ;PREFEITO;COLIGAÇÃO;PC do B / PDT / PTB;BARRA MANSA
2020;PR;PREFEITO;COLIGAÇÃO;PSD / PODE;RENASCENÇA
2020;PR;PREFEITO;COLIGAÇÃO;PSC / PL / PSD / AVANTE / SOLIDARIEDADE;ARAPONGAS
2020;PR;PREFEITO;COLIGAÇÃO;PSDB / PP / PTB;FOZ DO JORDÃO
2020;PR;PREFEITO;COLIGAÇÃO;PSD / PP / PSL;SANTO ANTÔNIO DO SUDOESTE
2020;TO;PREFEITO;COLIGAÇÃO;PDT / MDB / CIDADANIA / PSDB / AVANTE;GURUPI
2020;GO;PREFEITO;COLIGAÇÃO;PSL / PMN;BONFINÓPOLIS
2020;PR;PREFEITO;COLIGAÇÃO;PV / MDB / PSD / PL / PTC;KALORÉ
2020;GO;PREFEITO;COLIGAÇÃO;REPUBLICANOS / PSL / PSB / CIDADANIA / SOLIDARIEDADE / PT;URUAÇU
2020;MA;PREFEITO;COLIGAÇÃO;PSB / PSDB;IMPERATRIZ
2020;PA;PREFEITO;COLIGAÇÃO;DEM / PSDB;PEIXE-BOI
2020;BA;PREFEITO;COLIGAÇÃO;PROS / PSB / DEM / PP / AVANTE / PDT;BOM JESUS DA LAPA
2020;RS;PREFEITO;COLIGAÇÃO;PSD / PODE / PROS;ELDORADO DO SUL
2020;SC;PREFEITO;COLIGAÇÃO;CIDADANIA / DEM / PDT;BOM JESUS
2020;BA;PREFEITO;COLIGAÇÃO;PSD / PSB;IBIPEBA
2020;CE;PREFEITO;COLIGAÇÃO;SOLIDARIEDADE / MDB / PDT;ITAREMA
2020;ES;PREFEITO;COLIGAÇÃO;PODE / DC / PSL;COLATINA
2020;PE;PREFEITO;COLIGAÇÃO;PSD / PSDB;VICÊNCIA
2020;PE;PREFEITO;COLIGAÇÃO;PP / DEM;CARUARU
2020;SE;PREFEITO;COLIGAÇÃO;PT / AVANTE / PSD;POÇO REDONDO
2020;BA;PREFEITO;COLIGAÇÃO;PSD / REPUBLICANOS;UNA
2020;MG;PREFEITO;COLIGAÇÃO;PDT / PT / MDB;RIO POMBA
2020;RS;PREFEITO;COLIGAÇÃO;PP / MDB;MARATÁ
2020;MG;PREFEITO;COLIGAÇÃO;DEM / PROS;BIAS FORTES
2020;SP;PREFEITO;COLIGAÇÃO;PSL / MDB;SANTA FÉ DO SUL
2020;RJ;PREFEITO;COLIGAÇÃO;PODE / PMN;CAMPOS DOS GOYTACAZES
2020;SP;PREFEITO;COLIGAÇÃO;MDB / PTB / AVANTE;SANTA CRUZ DO RIO PARDO
2020;SP;PREFEITO;COLIGAÇÃO;PDT / PT / PSB / PROS;MAUÁ
2020;MG;PREFEITO;COLIGAÇÃO;PDT / REPUBLICANOS;SANTA RITA DO ITUETO
2020;MG;PREFEITO;COLIGAÇÃO;PP / MDB / CIDADANIA / DEM / SOLIDARIEDADE;CRUZÍLIA
2020;SP;PREFEITO;COLIGAÇÃO;PSC / DC / PRTB;OURO VERDE
