ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO;NM_UE
2004;MG;PREFEITO;COLIGA플O;PTB / PSDB;GUARANESIA
2004;MG;PREFEITO;COLIGA플O;PL / PPS / PFL / PSB / PSDB;GUAXUPE
2004;MG;PREFEITO;COLIGA플O;PP / PT / PTB / PFL / PSB;GUIRICEMA
2004;SC;PREFEITO;COLIGA플O;PP / PFL;RIO DO CAMPO
2004;SP;PREFEITO;COLIGA플O;PDT / PMDB / PL / PSDB;BALSAMO
2004;AM;PREFEITO;COLIGA플O;PL / PV / PRP / PRONA / PT do B;TEFE
2004;PI;PREFEITO;COLIGA플O;PMDB / PTB / PRP / PSDB;URUCUI
2004;PI;PREFEITO;COLIGA플O;PP / PDT / PTB / PPS;ACAUA
2004;RS;PREFEITO;COLIGA플O;PTB / PPS / PSDB;SAO FRANCISCO DE PAULA
2004;RS;PREFEITO;COLIGA플O;PT / PP / PSB;PONTE PRETA
2004;RS;PREFEITO;COLIGA플O;PDT / PT;NONOAI
2004;RS;PREFEITO;COLIGA플O;PSDB / PMDB / PTB / PP;SANTO ANTONIO DO PLANALTO
2004;RS;PREFEITO;COLIGA플O;PP / PDT / PT / PL / PFL;PALMITINHO
2004;RS;PREFEITO;COLIGA플O;PP / PMDB;SAO VALERIO DO SUL
2004;CE;PREFEITO;COLIGA플O;PT / PP / PMDB;PIQUET CARNEIRO
2004;SP;PREFEITO;COLIGA플O;PSDB / PL / PTB / PSB / PRP;VERA CRUZ
2004;SP;PREFEITO;COLIGA플O;PTB / PFL / PSDB;VIRADOURO
2004;TO;PREFEITO;COLIGA플O;PDT / PT / PMDB / PPS / PSB;CRISTALANDIA
2004;TO;PREFEITO;COLIGA플O;PP / PT / PSC / PV / PSDB;DOIS IRMAOS DO TOCANTINS
2004;TO;PREFEITO;COLIGA플O;PP / PTB / PSC / PL / PV / PSDB;GURUPI
2004;TO;PREFEITO;COLIGA플O;PTB / PSC / PL / PSDB;PEIXE
2004;SP;PREFEITO;COLIGA플O;PDT / PTB / PMDB / PPS;MAIRINQUE
2004;SP;PREFEITO;COLIGA플O;PT / PSL / PPS;MIGUELOPOLIS
2004;SE;PREFEITO;COLIGA플O;PTB / PSL / PSB / PV / PC do B;SIMAO DIAS
2004;SP;PREFEITO;COLIGA플O;PTB / PMDB / PSL / PSC / PPS / PMN / PTC / PSB / PV / PRP / PSDB / PT do B;CARAPICUIBA
2004;SP;PREFEITO;COLIGA플O;PDT / PPS / PFL / PSB / PV / PSDB;CERQUEIRA CESAR
2004;SP;PREFEITO;COLIGA플O;PP / PDT / PT / PPS / PFL / PHS / PRP;MIRASSOLANDIA
2004;SP;PREFEITO;COLIGA플O;PPS / PSDB;MONTE CASTELO
2004;SP;PREFEITO;COLIGA플O;PP / PDT / PT / PL;MURUTINGA DO SUL
2004;SP;PREFEITO;COLIGA플O;PT / PHS / PTB / PDT / PP / PSC;NARANDIBA
2004;MG;PREFEITO;COLIGA플O;PDT / PTB / PMDB / PL;JENIPAPO DE MINAS
2004;MG;PREFEITO;COLIGA플O;PMDB / PSC / PFL / PT do B;CANAA
2004;MG;PREFEITO;COLIGA플O;PDT / PT / PMDB / PV / PSDB / PT do B;CANDEIAS
2004;PR;PREFEITO;COLIGA플O;PPS / PL / PRTB;TERRA RICA
2004;PR;PREFEITO;COLIGA플O;PP / PDT / PMDB / PSL / PPS;TIJUCAS DO SUL
2004;PR;PREFEITO;COLIGA플O;PTB / PFL / PSDC / PSB / PV / PRP / PSDB / PT do B;WENCESLAU BRAZ
2004;PR;PREFEITO;COLIGA플O;PPS / PMDB / PL / PT;CEU AZUL
2004;PR;PREFEITO;COLIGA플O;PP / PDT / PTB / PTN / PSC / PL / PFL / PAN / PSDC / PRTB / PHS / PMN / PTC / PV / PRP / PSDB / PRONA;SANTA HELENA
2004;RS;PREFEITO;COLIGA플O;PP / PDT / PT / PTB / PMDB;PINHAL
2004;RS;PREFEITO;COLIGA플O;PDT / PT / PMDB / PPS;SAO MIGUEL DAS MISSOES
2004;RS;PREFEITO;COLIGA플O;PP / PTB / PL / PPS / PV;CACHOEIRA DO SUL
2004;PA;PREFEITO;COLIGA플O;PDT / PMDB / PL / PSDC / PSB / PC do B / PT do B;MOJU
2004;PA;PREFEITO;COLIGA플O;PDT / PMDB / PSC / PL / PFL;MUANA
2004;PA;PREFEITO;COLIGA플O;PP / PDT / PT / PMDB / PSC / PPS / PSDC / PSB / PV / PC do B / PT do B;SANTA MARIA DO PARA
2004;SP;PREFEITO;COLIGA플O;PRP / PSC / PSDB / PSDC / PTN / PT do B;BARRINHA
2004;SP;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PL / PPS / PV / PRP / PSDB / PC do B;BATATAIS
2004;SP;PREFEITO;COLIGA플O;PSC / PFL / PSB / PT do B;BAURU
2004;SP;PREFEITO;COLIGA플O;PDT / PTB / PRTB / PV / PRP / PSDB / PC do B;IGARACU DO TIETE
2004;SP;PREFEITO;COLIGA플O;PTB / PL / PP / PFL / PMDB / PC do B / PHS / PSB / PSC;ILHABELA
2004;SP;PREFEITO;COLIGA플O;PP / PT / PTB / PMDB / PSDC / PSDB;IPERO
2004;RN;PREFEITO;COLIGA플O;PDT / PT / PL / PPS / PSB;JANDUIS
2004;RN;PREFEITO;COLIGA플O;PP / PDT / PT / PMDB;JOSE DA PENHA
2004;RN;PREFEITO;COLIGA플O;PP / PDT / PTB / PTN / PSC / PL / PPS / PAN / PSDC / PHS / PMN / PTC / PSB / PV / PSDB / PT do B;MACAIBA
2004;PA;PREFEITO;COLIGA플O;PP / PDT / PT / PTB / PL / PFL / PMN;PACAJA
2004;PB;PREFEITO;COLIGA플O;PFL / PTB / PL / PPS / PSDB;SAO JOSE DOS RAMOS
2004;PA;PREFEITO;COLIGA플O;PMDB / PSC / PV / PDT / PPS / PSB;SAO FELIX DO XINGU
2004;PA;PREFEITO;COLIGA플O;PT / PMDB / PSC / PPS / PTC / PSB;VIZEU
2004;PA;PREFEITO;COLIGA플O;PSDB / PFL / PRTB / PMN;RIO MARIA
2004;TO;PREFEITO;COLIGA플O;PTB / PSL / PL / PFL / PT do B;BANDEIRANTES DO TOCANTINS
2004;TO;PREFEITO;COLIGA플O;PTB / PMDB;MARIANOPOLIS DO TOCANTINS
2004;TO;PREFEITO;COLIGA플O;PTB / PL / PFL / PRTB / PSDB;ARAGUATINS
2004;TO;PREFEITO;COLIGA플O;PP / PT / PTB / PSC / PL / PFL / PSDB;ARAPOEMA
2004;TO;PREFEITO;COLIGA플O;PT / PMDB / PPS / PHS / PSB;TAGUATINGA
2004;TO;PREFEITO;COLIGA플O;PDT / PT / PMDB / PPS;SILVANOPOLIS
2004;BA;PREFEITO;COLIGA플O;PTB / PSDB / PSB;SANTANA
2004;BA;PREFEITO;COLIGA플O;PP / PSC / PFL / PHS / PRP / PSDB;SAO MIGUEL DAS MATAS
2004;BA;PREFEITO;COLIGA플O;PTB / PL / PFL / PSDB;SEABRA
2004;AM;PREFEITO;COLIGA플O;PP / PTB / PSL / PPS / PFL / PAN / PSDB / PC do B;BOCA DO ACRE
2004;SP;PREFEITO;COLIGA플O;PMDB / PL / PPS;SANTA MARIA DA SERRA
2004;SP;PREFEITO;COLIGA플O;PDT / PTB / PMDB / PSL / PTN / PSC / PL / PPS / PFL / PSDC / PRTB / PHS / PMN / PSB / PV / PC do B;SANTANA DE PARNAIBA
2004;SP;PREFEITO;COLIGA플O;PP / PTB / PSL / PTN / PSC / PL / PPS / PFL / PAN / PRTB / PHS / PTC / PSB / PRP / PSDB / PRONA / PT do B;SANTO ANDRE
2004;SP;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PSL / PSC / PPS / PSDC / PHS / PMN / PSB / PRP / PSDB / PRONA;SAO CAETANO DO SUL
2004;SP;PREFEITO;COLIGA플O;PDT / PTB;SERRANA
2004;SP;PREFEITO;COLIGA플O;PT / PC do B;TAIACU
2004;MG;PREFEITO;COLIGA플O;PFL / PP / PDT / PSDB;INHAUMA
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PTB / PSL / PTN / PL / PMN / PTC / PRP / PSDB / PT do B;ITABIRA
2004;MG;PREFEITO;COLIGA플O;PDT / PTB / PSL / PRTB / PTC;PIRAUBA
2004;MG;PREFEITO;COLIGA플O;PTB / PMDB / PL / PPS / PTC / PSDB;PRATA
2004;PB;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PPS;GADO BRAVO
2004;PE;PREFEITO;COLIGA플O;PT / PTB / PTN / PC do B;NAZARE DA MATA
2004;PE;PREFEITO;COLIGA플O;PTB / PSC / PFL / PSDC / PRTB / PV / PSDB;PARNAMIRIM
2004;PE;PREFEITO;COLIGA플O;PP / PMDB / PSL / PL / PFL / PSDC / PRTB / PMN / PTC / PRP / PRONA;PAULISTA
2004;PI;PREFEITO;COLIGA플O;PPS / PV / PMN / PSC / PT do B;FLORIANO
2004;TO;PREFEITO;COLIGA플O;PL / PFL / PRTB / PSDB;CHAPADA DE AREIA
2004;RS;PREFEITO;COLIGA플O;PDT / PT / PTB / PFL / PSDB;PLANALTO
2004;RS;PREFEITO;COLIGA플O;PMDB / PT;VALE DO SOL
2004;RS;PREFEITO;COLIGA플O;PP / PMDB / PTB;VILA NOVA DO SUL
2004;MG;PREFEITO;COLIGA플O;PP / PTB / PMDB / PL;SAO TOME DAS LETRAS
2004;MG;PREFEITO;COLIGA플O;PMDB / PL;SENHORA DE OLIVEIRA
2004;MG;PREFEITO;COLIGA플O;PDT / PTN / PTC;SIMONESIA
2004;MG;PREFEITO;COLIGA플O;PP / PT / PTB / PL / PMN / PSDB;TAPIRA
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PTN / PPS / PSDB;CONSELHEIRO PENA
2004;MG;PREFEITO;COLIGA플O;PTB / PPS / PFL / PAN / PRTB / PMN / PV / PC do B;CORACAO DE JESUS
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PTB;COROMANDEL
2004;MG;PREFEITO;COLIGA플O;/ PP / PT / PL / PFL / PT do B;CRISTINA
2004;MG;PREFEITO;COLIGA플O;PSC / PPS / PRTB / PSDB;GUANHAES
2004;MG;PREFEITO;COLIGA플O;PL / PT / PMDB / PP / PTB / PFL;GUARARA
2004;RJ;PREFEITO;COLIGA플O;PT / PTC / PRONA;PIRAI
2004;RJ;PREFEITO;COLIGA플O;PDT / PMDB / PSL / PSC / PL / PPS / PAN / PSDC / PMN / PSDB / PC do B;SANTO ANTONIO DE PADUA
2004;GO;PREFEITO;COLIGA플O;PP / PT / PTB / PSDB;INHUMAS
2004;MA;PREFEITO;COLIGA플O;PT / PTB / PCB / PL / PSB / PSDB / PT do B;SAO VICENTE FERRER
2004;BA;PREFEITO;COLIGA플O;PFL / PSL / PL;BARROCAS
2004;BA;PREFEITO;COLIGA플O;PFL / PTC / PT do B / PTN;CANUDOS
2004;PB;PREFEITO;COLIGA플O;PTB / PSDB / PP / PAN;ALCANTIL
2004;PB;PREFEITO;COLIGA플O;PSDB / PSC / PL / PPS / PFL / PSB;BARRA DE SANTANA
2004;PB;PREFEITO;COLIGA플O;PP / PDT;CAMALAU
2004;PB;PREFEITO;COLIGA플O;PT / PHS / PAN / PT do B / PRP / PC do B;CAMPINA GRANDE
2004;PB;PREFEITO;COLIGA플O;PT / PSL / PPS / PFL / PMN / PSB / PV / PSDB;CARRAPATEIRA
2004;PB;PREFEITO;COLIGA플O;PP / PDT / PT / PMDB / PL / PPS / PSB;CRUZ DO ESPIRITO SANTO
2004;PB;PREFEITO;COLIGA플O;PP / PDT / PT / PMDB / PL / PPS / PSB;CRUZ DO ESPIRITO SANTO
2004;RJ;PREFEITO;COLIGA플O;PMDB / PT / PPS / PL / PSL / PAN / PSC / PTC / PSB / PMN;MENDES
2004;RJ;PREFEITO;COLIGA플O;PTN / PSDB;NITEROI
2004;AL;PREFEITO;COLIGA플O;PMDB / PPS / PMN / PSB / PV / PRONA / PT do B;PORTO CALVO
2004;AL;PREFEITO;COLIGA플O;PT / PSL / PAN / PRP / PT do B;SAO LUIS DO QUITUNDE
2004;GO;PREFEITO;COLIGA플O;PP / PT / PSDB;RIANAPOLIS
2004;MT;PREFEITO;COLIGA플O;PTB / PPS / PFL;SANTO AFONSO
2004;MG;PREFEITO;COLIGA플O;PDT / PT / PRTB / PTC;MUZAMBINHO
2004;MG;PREFEITO;COLIGA플O;PP / PMDB / PSL / PSC / PFL / PSDC / PSDB;NOVA PONTE
2004;SC;PREFEITO;COLIGA플O;PP / PFL;ERVAL VELHO
2004;SC;PREFEITO;COLIGA플O;PP / PDT / PSDB;GUABIRUBA
2004;PE;PREFEITO;COLIGA플O;PP / PT / PTB / PSL / PTN / PSB / PC do B / PT do B;ARCOVERDE
2004;GO;PREFEITO;COLIGA플O;PSDB / PL / PTB;ITARUMA
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PMDB / PTN / PL / PPS / PRTB / PHS / PTC / PRP;TEOFILO OTONI
2004;MG;PREFEITO;COLIGA플O;PDT / PT / PTB / PL / PMN / PTC;TIMOTEO
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PMDB / PSL / PFL;TOCANTINS
2004;MG;PREFEITO;COLIGA플O;PP / PTB / PMDB / PPS / PFL;UBAI
2004;MG;PREFEITO;COLIGA플O;PT / PL / PMN / PC do B;ALFENAS
2004;MG;PREFEITO;COLIGA플O;PP / PMDB / PFL / PHS / PSDB;ALFENAS
2004;MG;PREFEITO;COLIGA플O;PL / PFL / PTC / PSB / PSDB;ALPINOPOLIS
2004;MA;PREFEITO;COLIGA플O;PDT / PT / PMDB / PPS / PAN / PMN / PTC;CANDIDO MENDES
2004;MA;PREFEITO;COLIGA플O;PV / PTB / PDT / PMDB / PL / PPS;CONCEICAO DO LAGO ACU
2004;MA;PREFEITO;COLIGA플O;PTB / PAN / PSB / PSDB / PRONA;CANTANHEDE
2004;MT;PREFEITO;COLIGA플O;PT / PTB / PMDB / PL / PV / PSDB;NOVA MUTUM
2004;MT;PREFEITO;COLIGA플O;PSTU / PP / PTB / PL / PPS / PFL / PMN / PTC / PSB / PC do B;DIAMANTINO
2004;MT;PREFEITO;COLIGA플O;PT / PTB / PMDB / PFL / PSDB;PONTAL DO ARAGUAIA
2004;MT;PREFEITO;COLIGA플O;PPS / PSB / PMDB / PDT / PTB / PSL / PSC / PL / PFL / PMN;SAPEZAL
2004;MT;PREFEITO;COLIGA플O;PPS / PSB / PMDB / PDT / PTB / PSL / PSC / PL / PFL / PMN;SAPEZAL
2004;SP;PREFEITO;COLIGA플O;PMDB / PTN;CAIEIRAS
2004;SP;PREFEITO;COLIGA플O;PP / PTB / PTN / PL / PPS / PFL / PSDC / PHS / PSDB;CARAGUATATUBA
2004;RO;PREFEITO;COLIGA플O;PDT / PSL / PL / PPS / PRTB / PSB / PSDB / PRONA / PC do B;SAO MIGUEL DO GUAPORE
2004;RO;PREFEITO;COLIGA플O;PT / PFL / PSB;CABIXI
2004;RO;PREFEITO;COLIGA플O;PT / PFL / PSB;CABIXI
2004;PR;PREFEITO;COLIGA플O;PDT / PMDB / PSC / PL / PPS / PFL / PSB;MANGUEIRINHA
2004;ES;PREFEITO;COLIGA플O;PL / PSB;PANCAS
2004;ES;PREFEITO;COLIGA플O;PP / PDT / PT / PTB / PMDB / PL / PPS / PFL / PMN / PSDB / PC do B;SANTA LEOPOLDINA
2004;ES;PREFEITO;COLIGA플O;PP / PTB / PSC / PPS / PFL / PMN / PTC / PSDB;SAO MATEUS
2004;GO;PREFEITO;COLIGA플O;PFL / PSDB;ARAGUAPAZ
2004;GO;PREFEITO;COLIGA플O;PP / PL / PFL / PSB / PSDB;CAMPINACU
2004;MG;PREFEITO;COLIGA플O;PTB / PMDB / PPS / PFL / PSDB;SALINAS
2004;MG;PREFEITO;COLIGA플O;PT / PSDB / PTB;SANTANA DO JACARE
2004;SP;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PFL / PV / PC do B;NOVA ODESSA
2004;SP;PREFEITO;COLIGA플O;PMDB / PHS / PP / PC do B;OLIMPIA
2004;PI;PREFEITO;COLIGA플O;PP / PT / PTN / PSC / PT do B;PORTO
2004;PI;PREFEITO;COLIGA플O;PP / PTB / PMDB / PCB / PFL;SANTO INACIO DO PIAUI
2004;PI;PREFEITO;COLIGA플O;PT / PMDB / PL / PPS / PSDB;SAO FELIX DO PIAUI
2004;PI;PREFEITO;COLIGA플O;PT / PL;SAO JOSE DO PEIXE
2004;PR;PREFEITO;COLIGA플O;PTB / PDT / PV / PSL / PMN / PFL / PRP / PL / PSDB / PRTB / PP / PSC / PSDC / PT do B;TELEMACO BORBA
2004;RJ;PREFEITO;COLIGA플O;PTB / PRONA;TANGUA
2004;RJ;PREFEITO;COLIGA플O;PSL / PL / PFL / PHS / PSDB / PRONA / PT do B;ITATIAIA
2004;RS;PREFEITO;COLIGA플O;PMDB / PP / PSDB / PPS / PL;FARROUPILHA
2004;RS;PREFEITO;COLIGA플O;PP / PDT / PT;INHACORA
2004;RS;PREFEITO;COLIGA플O;PTB / PP / PFL / PSDB / PTN / PMN / PPS / PAN / PCB;GRAVATAI
2004;RS;PREFEITO;COLIGA플O;PTB / PMDB / PFL / PPS / PP / PDT / PSB;CHARQUEADAS
2004;PR;PREFEITO;COLIGA플O;PDT / PMDB / PL / PPS / PFL;VERA CRUZ DO OESTE
2004;PR;PREFEITO;COLIGA플O;PDT / PT / PTB / PL / PSB / PSDB;NOVA PRATA DO IGUACU
2004;MG;PREFEITO;COLIGA플O;PDT / PL;MESQUITA
2004;MG;PREFEITO;COLIGA플O;PT / PMDB / PSDB;MIRADOURO
2004;MG;PREFEITO;COLIGA플O;PP / PFL;MONTE AZUL
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PL / PPS / PFL / PHS / PSDB;SANTA VITORIA
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PSC / PL / PMN / PSDB;SANTO ANTONIO DO AMPARO
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PTB / PMDB / PSC / PL / PMN / PSDB;SANTO ANTONIO DO AMPARO
2004;MG;PREFEITO;COLIGA플O;PP / PTB / PMDB / PSL / PL / PFL;SAO BRAS DO SUACUI
2004;MG;PREFEITO;COLIGA플O;PP / PTB / PSDB;SAO GERALDO DA PIEDADE
2004;MG;PREFEITO;COLIGA플O;PP / PDT / PMDB / PFL / PSDB;SAO GONCALO DO ABAETE
2004;PR;PREFEITO;COLIGA플O;PP / PT / PTB / PPS / PFL / PSB;DOUTOR CAMARGO
2004;PR;PREFEITO;COLIGA플O;PMDB / PSL / PSDC / PSB;FENIX
2004;PR;PREFEITO;COLIGA플O;PP / PSDB;SERRANOPOLIS DO IGUACU
2004;RS;PREFEITO;COLIGA플O;PDT / PTB / PMDB / PFL / PSDB;SOBRADINHO
2004;PA;PREFEITO;COLIGA플O;PP / PTB / PSL / PL / PFL / PRTB / PV / PRP / PSDB / PT do B;SANTO ANTONIO DO TAUA
2004;PA;PREFEITO;COLIGA플O;PTB / PMDB / PSB / PV / PSDB;SAO MIGUEL DO GUAMA
2004;PA;PREFEITO;COLIGA플O;PP / PDT / PSC / PPS;SAO SEBASTIAO DA BOA VISTA
2004;PA;PREFEITO;COLIGA플O;PP / PDT / PTB / PSC / PL / PPS / PSDC / PTC;TUCURUI
2004;PA;PREFEITO;COLIGA플O;PT / PMDB / PSC / PPS / PTC / PSB;VIZEU
2004;TO;PREFEITO;COLIGA플O;PSC / PFL / PV / PSDB;GOIANORTE
2004;TO;PREFEITO;COLIGA플O;PP / PSC / PL / PSDB / PTB / PSL;LIZARDA
2004;TO;PREFEITO;COLIGA플O;PL / PFL / PTB / PP / PT;SITIO NOVO DO TOCANTINS
2004;TO;PREFEITO;COLIGA플O;PT / PMDB / PSL / PPS / PSB;TOCANTINOPOLIS
2004;TO;PREFEITO;COLIGA플O;PP / PTB / PSC / PL / PFL / PSDB;SILVANOPOLIS
2004;BA;PREFEITO;COLIGA플O;PP / PTN / PFL / PRP;QUEIMADAS
2004;BA;PREFEITO;COLIGA플O;PT / PSL / PSC / PV;SALINAS DA MARGARIDA
2004;BA;PREFEITO;COLIGA플O;PFL / PP / PTN / PL;SANTALUZ
2004;BA;PREFEITO;COLIGA플O;PTB / PSC / PL / PRP;SANTA MARIA DA VITORIA
2004;BA;PREFEITO;COLIGA플O;PFL / PP / PTC;SAO DOMINGOS
2004;BA;PREFEITO;COLIGA플O;PT / PMDB / PSC / PL / PFL / PRP / PSDB / PC do B;SEBASTIAO LARANJEIRAS
2004;MG;PREFEITO;COLIGA플O;PMDB / PHS / PV / PSDB / PC do B;ALEM PARAIBA
2004;MG;PREFEITO;COLIGA플O;PL / PFL / PTC / PSB / PSDB;ALPINOPOLIS
2004;MA;PREFEITO;COLIGA플O;PP / PT / PTN / PSC / PFL / PHS / PMN / PTC / PSB / PSDB / PRONA / PT do B;CONCEICAO DO LAGO ACU
2004;MA;PREFEITO;COLIGA플O;PFL / PRONA / PTB / PMDB / PMN / PT do B;GOVERNADOR EDSON LOBAO
2004;MT;PREFEITO;COLIGA플O;PP / PDT / PPS / PFL / PSDC / PSB / PT do B;NOVA MUTUM
2004;MT;PREFEITO;COLIGA플O;PPS / PFL / PTB / PV / PMN / PSC / PSDC / PRP / PRTB / PAN / PSL;CUIABA
2004;MT;PREFEITO;COLIGA플O;PT / PTB / PMDB / PFL / PSDB;PONTAL DO ARAGUAIA
2004;MT;PREFEITO;COLIGA플O;PT / PTB / PPS;FELIZ NATAL
2004;MT;PREFEITO;COLIGA플O;PP / PT;NOVA UBIRATA
2004;MT;PREFEITO;COLIGA플O;PP / PTB / PTN / PPS / PFL / PAN / PSDC / PHS / PRP / PRONA / PT do B;JACIARA
2004;SP;PREFEITO;COLIGA플O;PSC / PTB / PL / PRONA / PTN / PTC / PSL / PP / PSDC;CAMPO LIMPO PAULISTA
2004;RO;PREFEITO;COLIGA플O;PSDB / PDT / PP / PL;THEOBROMA
2004;RO;PREFEITO;COLIGA플O;PP / PSDB;CORUMBIARA
2004;BA;PREFEITO;COLIGA플O;PL / PRP / PT do B;NOVA ITARANA
2004;PR;PREFEITO;COLIGA플O;PDT / PT / PMDB;PLANALTINA DO PARANA
2004;PR;PREFEITO;COLIGA플O;PFL / PTC / PSDB;PONTA GROSSA
2004;PR;PREFEITO;COLIGA플O;PFL / PSL / PDT / PPS / PP;PORECATU
2004;PR;PREFEITO;COLIGA플O;PT / PTB / PMDB / PSDB;PRESIDENTE CASTELO BRANCO
2004;PR;PREFEITO;COLIGA플O;PDT / PT / PTB / PMDB / PL / PSDB;QUINTA DO SOL
2004;TO;PREFEITO;COLIGA플O;PMDB / PSDB;ARAGOMINAS
2004;RS;PREFEITO;COLIGA플O;PMDB / PSDC / PHS / PRONA;PORTO ALEGRE
2004;RS;PREFEITO;COLIGA플O;PSDB / PT / PP;REDENTORA
2004;RS;PREFEITO;COLIGA플O;PMDB / PTB / PSDB / PFL;RESTINGA SECA
2004;RS;PREFEITO;COLIGA플O;PP / PTB / PFL / PSB / PSDB;ROSARIO DO SUL
2004;RS;PREFEITO;COLIGA플O;PT / PTB / PSB;SANANDUVA
2004;MG;PREFEITO;COLIGA플O;PDT / PT / PSC / PSB;SERRA DOS AIMORES
2004;MG;PREFEITO;COLIGA플O;PMDB / PTN / PSC / PL / PHS / PTC / PT do B;CORACAO DE JESUS
2004;MG;PREFEITO;COLIGA플O;PL / PTB / PMDB / PP / PRTB / PTN / PTC / PPS;COUTO DE MAGALHAES DE MINAS
